0 27 322 50 2425 22 4740 12 495 11 1214 28 2996 18 1498 8 2385 32 895 21 4695 48 2126 41 2901 25 630 14 2042 40 4493 9 3213 20 3707 42 2433 36 2389 2 4484 47 3386 17 1643 3 81 31 71 4 2738 26 345 30 4834 7 2814
1 27 344 5 3615 7 1189 50 4596 41 1083 44 1928 1 1986 36 4514 16 4374 21 4036 12 1084 28 1415 23 1803 9 3755 38 1667 18 392 31 126 32 1881 22 4315 2 2266 4 2287 29 4394 42 989 27 4076 48 2370 49 1384 46 1239 8 913
2 27 335 42 3545 43 1737 1 1546 4 492 34 2882 17 3102 25 167 21 4431 20 2180 31 1351 41 3366 13 1223 30 243 44 2376 35 682 28 830 15 1817 36 2816 39 1523 24 3170 23 468 2 4476 8 3518 11 22 40 841 18 2299 26 252
3 27 352 36 1597 16 3354 35 4134 47 2038 22 3321 13 1941 46 1180 42 2273 39 1961 33 2211 2 975 37 2975 9 4404 23 2831 5 150 32 2193 49 4399 44 4370 3 2017 45 3462 14 4039 18 3365 1 1842 25 1602 6 3649 15 4857 48 3263
4 27 303 4 580 45 450 2 449 16 2736 46 2279 1 1434 14 2855 32 1583 21 2834 26 1121 8 1377 29 4858 10 4443 24 4299 7 638 39 3784 3 4192 35 318 30 3948 13 3311 34 3196 20 2877 49 907 5 1355 47 4639 25 2618 22 1104
5 27 373 30 1634 39 1578 29 2044 7 3898 22 1197 46 2278 45 3552 28 4452 36 176 18 3457 23 2511 20 2150 9 4196 17 4082 1 3149 26 4946 35 3684 6 4880 42 236 25 4096 15 3976 31 841 37 2222 47 4957 48 2067 49 4687 16 2977
6 27 314 40 4513 11 4423 9 1269 2 251 6 3826 46 3520 4 2978 12 1050 14 2933 19 3312 41 659 10 1308 45 2926 31 3940 23 1357 29 2887 20 453 47 3640 32 1244 37 573 26 1486 36 10 7 3950 1 315 8 361 34 4365 39 1450
7 27 327 3 625 21 2355 23 2460 10 4172 4 3391 15 319 29 988 44 3017 25 1054 24 304 39 934 13 4700 17 1577 40 91 41 1993 11 699 20 4159 34 2825 1 4501 30 1840 48 3464 49 1810 9 542 37 1301 32 4053 27 343 8 2825
8 27 368 33 2991 36 2491 45 4517 32 683 14 4146 29 4083 37 4577 42 2209 38 3753 26 53 34 179 10 1873 30 2075 21 1473 6 315 20 3522 47 1254 35 142 19 1028 11 4162 48 2914 40 4673 18 4775 3 4615 7 2290 41 3029 15 4848
9 27 330 44 1936 19 4340 42 1205 33 2125 23 3212 35 3637 1 2832 2 2840 7 3572 14 59 36 2449 20 1043 41 2862 21 2055 10 3766 43 1078 34 3635 39 3360 9 4852 45 1745 3 1828 47 1842 18 808 5 3256 30 1155 27 3974 12 594
10 27 328 29 2619 13 4259 40 2722 11 4184 18 3113 14 464 6 4399 33 2113 43 4139 21 4425 44 4699 48 3490 39 2794 38 2308 17 1278 16 4679 36 1758 2 998 41 4570 10 4656 35 1768 5 2770 32 547 8 3304 23 3553 3 4721 31 2525
11 27 343 23 4047 2 4390 27 690 47 3829 37 3440 49 3095 34 3916 3 4147 48 811 1 370 15 1805 42 2757 10 1244 18 4723 38 1157 6 4980 45 4729 13 1541 14 4128 17 4627 39 3279 29 810 43 233 31 263 8 4446 12 32 35 3620
12 27 337 33 161 25 2514 26 721 42 4790 14 808 20 3655 24 1248 45 202 4 546 10 3507 47 4540 19 2991 17 454 29 4701 13 4862 27 4439 23 818 30 3386 49 3392 46 2486 3 3123 41 1999 32 2248 16 4988 22 582 2 283 15 1496
13 27 328 18 4641 36 4690 10 2865 25 4787 14 2818 38 2161 3 2491 43 841 19 1290 37 2642 8 2824 16 591 17 4117 34 1533 20 1751 23 1005 40 4335 22 866 21 287 33 1510 49 337 32 4840 27 444 30 1852 9 3973 28 1197 4 1560
14 27 334 17 1404 35 2273 46 3419 13 3891 32 1448 31 3136 14 3867 41 1166 40 4619 12 4269 21 3872 43 642 49 790 45 1811 8 3051 48 4313 28 1362 5 3659 9 4954 7 4811 22 3402 16 3135 23 88 15 730 4 2376 19 1461 26 1313
15 27 358 45 375 27 3022 37 1531 32 897 23 3193 41 3629 6 1188 2 2757 39 1779 43 1647 44 1974 3 1149 22 3962 36 2456 4 3963 40 1845 10 1838 33 832 31 4574 12 4386 13 966 42 3270 15 2252 16 1488 18 165 34 2521 49 3356
16 27 330 5 329 31 1969 14 2745 34 3208 15 3539 30 529 42 4145 18 4647 12 557 24 2141 38 3074 44 2116 36 1205 40 3457 3 497 13 3184 27 1581 47 2522 16 1104 6 4583 29 3783 41 691 19 2233 8 306 9 473 49 4068 11 562
17 27 335 1 2887 42 1499 10 4360 3 2999 15 3537 14 3012 18 3549 5 60 39 923 30 2597 13 1104 40 2726 17 2390 45 3179 16 2797 27 2156 47 2176 20 736 41 281 37 762 9 3053 36 3740 48 1195 25 4912 32 2669 34 4415 7 2930
18 27 355 10 1036 37 4858 13 3707 43 1503 39 2647 46 2526 25 634 12 1062 26 1165 9 1920 6 1034 33 1789 2 2625 17 3131 28 518 35 80 49 2578 24 2630 14 4984 47 817 44 2621 29 4409 3 2683 32 3185 31 3343 34 3281 22 4420
19 27 350 19 2496 49 4583 31 3156 32 4329 24 3106 44 4001 1 4964 10 2079 22 3473 33 3407 4 318 45 4062 27 2405 5 2507 26 4925 25 3523 9 3705 40 4386 47 1729 48 1692 16 3478 15 4338 13 821 30 4465 41 1211 39 4431 6 184
20 27 379 20 588 26 1555 41 172 33 4547 21 1326 12 1401 40 1101 13 4561 44 642 27 1949 11 4150 18 3101 31 3395 14 2688 25 1056 39 2017 15 4150 46 4678 2 3635 29 264 47 272 7 4924 22 1900 43 3083 49 3310 35 981 48 3668
21 27 350 37 1482 44 4042 20 1663 42 4577 21 2939 5 4022 24 1385 35 1120 6 1541 45 1580 14 2193 49 3548 23 455 48 3193 41 4129 38 2482 1 4500 3 3942 29 2574 33 1035 19 880 27 426 22 4672 16 3760 18 2108 8 2918 32 1612
22 27 346 15 4824 2 1045 12 3885 45 3513 38 3589 41 3263 21 4975 7 2978 6 4171 29 1175 27 1389 34 2546 10 4026 13 1422 48 4717 16 1487 49 2829 33 4605 28 3045 42 274 32 4132 20 2967 31 183 8 3575 1 2430 44 4086 40 4491
23 27 345 9 2834 3 208 39 996 32 1822 27 4003 40 3156 36 2675 43 1993 49 3495 24 877 44 623 20 179 30 4121 14 3813 2 154 5 4113 8 4320 19 2933 35 3367 28 1611 21 3585 15 4784 17 229 38 2272 34 1900 11 4143 47 76
24 27 347 44 4778 33 3138 16 4075 6 2599 11 3623 28 2873 17 4250 8 4881 1 2874 20 3102 3 2691 37 702 29 3273 42 2876 36 4005 32 2873 21 1708 31 2621 18 3103 48 4491 49 2300 25 4567 19 1361 15 423 12 145 47 3055 46 4142
25 27 287 25 2379 17 2047 36 2847 19 703 49 368 45 4619 16 196 22 2217 20 440 37 4050 10 2248 32 4261 30 2315 7 2256 5 4823 4 4540 21 1672 39 4491 6 4687 12 4573 8 2251 9 3159 13 2706 24 696 34 2676 33 4965 2 3441
26 27 350 22 1207 15 4225 48 3635 42 4955 38 4535 45 2993 21 4057 30 2659 24 1489 31 1714 17 399 47 1144 11 1895 23 4982 3 437 8 1551 7 1594 27 4794 28 2621 39 1700 29 1703 32 688 10 4511 35 1928 9 2382 41 144 18 3113
27 27 338 28 770 49 2035 20 3971 44 266 37 1393 19 2827 43 1348 30 4474 9 3695 48 1469 31 126 29 3362 8 865 35 2987 21 1658 1 2264 23 2699 3 3316 10 69 7 2971 4 791 11 4481 25 4029 38 534 45 1669 18 583 40 2241
28 27 351 2 1556 13 750 10 3830 19 3990 41 4539 25 4345 22 1507 49 3762 20 1829 31 1794 9 819 27 4806 39 546 38 3537 37 2628 42 3143 40 1603 24 3160 43 1265 44 4141 15 2000 26 4469 12 1132 17 1837 5 1673 4 3443 48 3484
29 27 330 19 4474 43 1611 38 4341 4 1230 36 2120 29 3478 46 4049 1 1756 10 4885 34 1601 23 1850 37 4849 12 1505 48 878 2 1981 27 3624 9 2864 16 2062 3 534 26 3233 25 633 42 4818 40 3521 21 4463 11 1526 44 982 15 2564
30 27 338 28 2845 38 4613 30 2374 33 3898 12 1874 15 4538 16 3588 24 3861 8 3938 10 3660 36 338 18 527 31 2902 13 2266 22 894 41 4854 42 3404 43 4797 14 4055 6 1354 17 1766 3 3452 23 330 46 1862 19 4905 40 4940 49 1332
31 27 353 46 1942 35 2873 49 2676 17 2948 41 3473 3 1444 39 2818 47 590 20 3421 21 4704 16 2918 38 3741 43 2730 28 2293 12 3273 34 148 23 1915 31 2914 37 1384 7 2526 5 4467 25 1277 40 2880 22 105 10 3845 4 2927 14 4246
32 27 377 40 1088 31 3487 36 3566 10 1850 47 575 38 1632 33 1113 32 360 16 21 27 388 24 3372 2 4600 35 4999 41 2274 29 2777 9 3394 42 1012 48 1625 45 1462 11 1434 43 520 1 4765 49 1286 15 3870 37 3866 7 685 6 3682
33 27 335 15 2284 41 1611 22 2652 2 85 49 3229 31 3111 16 2855 10 4717 23 3554 13 2221 42 4479 28 4696 1 2532 29 134 24 2389 7 2425 43 4292 36 3313 38 2742 6 1713 46 4159 27 3866 30 3802 9 3846 4 392 40 165 39 3015
34 27 314 33 2361 2 1945 43 1868 5 3708 16 4365 34 83 17 2443 42 4646 44 4251 18 89 9 4182 23 3114 24 1835 20 1436 38 290 3 1006 35 2072 29 3069 39 2681 11 688 26 4832 12 912 4 386 46 2729 14 3899 40 2542 1 593
35 27 362 28 4725 36 3956 43 3175 4 3862 10 784 40 1493 45 1901 26 4900 23 3981 7 1637 29 4511 11 2518 8 4652 9 3810 34 3330 44 1327 6 231 32 3070 42 4165 35 561 12 461 46 1034 41 452 22 3671 14 4484 48 2632 30 885
36 27 345 16 2709 30 2492 17 4711 23 4986 2 1389 46 1338 49 2706 9 3653 35 3201 6 1608 19 1092 12 1943 27 4711 24 4606 48 739 32 582 39 1806 41 3194 14 1780 43 1371 29 3903 15 3456 28 4822 44 540 4 114 3 2204 36 4047
37 27 380 20 4943 18 3862 37 983 42 4631 4 2622 35 3728 36 3340 6 2009 22 4155 26 2865 45 4468 10 2916 23 4715 31 3154 2 1779 48 435 33 1431 28 1913 34 49 47 3863 39 3068 46 562 25 1221 19 689 30 4956 17 494 38 4222
38 27 333 46 4466 45 2492 16 2581 24 2696 8 1686 31 1408 34 1693 43 2674 13 4238 35 4687 9 1660 7 2499 36 2454 25 1931 41 797 28 958 19 2223 23 244 20 1882 2 4641 15 2145 33 2140 22 1727 30 4738 1 1828 44 38 17 4948
39 27 344 31 1909 18 305 33 2014 25 2016 44 3378 6 4760 22 4938 30 3809 26 776 41 4715 28 2670 9 765 3 3129 37 4075 45 1736 7 4003 5 3814 40 1152 12 117 23 1991 46 3822 49 4248 48 3514 24 2092 20 2952 15 5 2 4119
40 27 308 20 888 37 1909 39 1800 27 1197 22 367 44 2544 49 2694 38 997 9 4412 16 3734 5 2537 34 4032 48 388 35 1467 3 3817 12 2902 8 2975 1 518 2 4564 24 2951 13 2208 7 4199 41 4582 28 2590 14 4056 30 4286 10 3399
41 27 366 47 763 44 2757 38 855 7 607 8 1522 45 4507 46 2797 21 3555 6 3071 48 2653 29 4137 26 3393 30 1054 5 3776 19 1600 34 3258 41 216 13 1900 9 1407 35 2758 27 2991 40 1962 2 4319 42 2585 18 3841 3 825 49 1395
42 27 344 40 2761 44 4129 22 1052 13 1831 31 203 45 4680 6 2033 3 4711 25 2297 47 2518 36 2911 33 1838 37 1431 34 2478 28 1607 17 281 21 1447 11 374 43 2642 18 4248 24 432 2 736 8 4550 35 2375 12 4155 39 2235 14 4677
43 27 355 45 4847 48 4707 22 2540 49 2991 39 2022 24 392 10 4631 42 4844 7 1186 19 2819 43 927 20 3637 17 2704 18 2735 1 912 34 450 41 4318 29 2692 21 4222 3 604 15 2996 16 1778 47 4442 33 1260 11 470 26 4761 31 811
44 27 369 10 4702 18 4550 20 2515 30 3063 37 3954 15 4090 12 3050 22 4077 29 4968 21 3426 3 1130 26 3844 41 197 32 1965 49 1514 1 3065 46 1063 43 1018 40 42 19 2572 9 4489 47 2261 24 1104 25 3015 48 4708 28 3906 44 4478
45 27 373 20 441 43 3520 39 521 12 3009 13 1905 31 4477 8 1521 25 4071 40 2549 24 2454 18 3668 9 1798 47 3314 33 1434 5 3424 41 2018 34 2153 35 1103 27 1561 46 1827 36 2999 38 3466 16 2196 15 3162 10 3960 37 2144 45 4705
