tDW,tH,brutOK,tDC,tBB,err,n,errH
3.3451531972811632,0.07421732699981452,True,5.039366837803917,4.158582242881594,True,27,0.039603960396039604
3.9586438432117412,0.07484876521880356,True,7.3543259906052745,6.258533887631829,True,27,0.06611570247933884
3.977494167633343,0.07407968194082426,True,6.873156949721214,4.574874137619328,True,27,0.0
4.810845515748952,0.07461768571818665,True,8.842688938939023,5.92711629329796,True,27,0.04142011834319527
3.3942664892041705,0.07579411698311282,True,8.264160660896884,3.065936743339474,True,27,0.0
3.5442290387951765,0.07506609429387823,True,8.321871851674386,8.93406499941036,True,27,0.0
6.96099488852889,0.07554984966681386,True,21.597259675904194,15.564262252477812,True,27,0.010050251256281407
5.452846142277937,0.07537135440109963,True,10.950790048809722,5.57237911406298,True,27,0.0
4.466480863828039,0.07566090756766079,True,9.391798523169381,12.26375543623056,True,27,0.12121212121212122
3.299018812256335,0.07485319755854249,True,7.516108684680376,5.588756759420351,True,27,0.0
4.417666339118623,0.07571292148947076,True,10.4613005856259,9.425017859196675,True,27,0.0
4.964084490880875,0.07368113300766127,True,9.719892138226589,7.558424933593169,True,27,0.09655172413793103
5.456327682229428,0.07624855115408884,True,10.929490733477804,8.903356641024837,True,27,0.02127659574468085
3.7219879471315407,0.07421248433513113,True,6.9569969548455965,5.95819573495945,True,27,0.05042016806722689
3.1381602062542777,0.0747601838520181,True,6.444720740202727,4.316491580435208,True,27,0.0
4.069488490082172,0.07491966081520202,True,10.147902448642462,6.877863079187756,True,27,0.04375
3.6488327928702518,0.07505349154248296,True,6.200922340887568,2.7003016932454567,True,27,0.0
4.350245968655347,0.07518483836921663,True,8.127445608704344,7.5843019441431645,True,27,0.022099447513812154
3.7446565482219585,0.07466734664635159,True,7.065984988293247,4.398351568160765,True,27,0.0
3.1410538046787093,0.07361140319312895,True,6.383310669542168,5.731932449067921,True,27,0.0
3.3617119999871403,0.07369032692953659,True,5.3650719712355315,4.91712264398161,True,27,0.0
5.419174378013897,0.07489290631078703,True,12.082621257570459,9.675830146487879,True,27,0.0
3.356557927020045,0.0745102771802699,True,7.238428182135229,4.914755410087916,True,27,0.016042780748663103
4.231329402508425,0.07392866409123365,True,5.859803138411648,5.442586027872996,True,27,0.0
6.230798233090375,0.07583731446161453,True,15.341405769786942,17.094072783947922,True,27,0.0
4.635382355321372,0.07539188654582361,True,7.820872899162515,6.7437814666956495,True,27,0.11413043478260869
4.542663777128106,0.07433766603198909,True,10.931722053318424,9.018098004162312,True,27,0.0
5.553391533442311,0.07480798487121058,True,10.710561491103599,11.74460527433369,True,27,0.0
3.8371521575085623,0.07527361691289569,True,7.8408166079463655,5.356598467309802,True,27,0.0
4.7688984669903185,0.07472991339524813,True,9.187359014893,7.549136484158225,True,27,0.0
3.3421430772745873,0.07496656662140921,True,6.824589300150466,4.8254777267022,True,27,0.0
4.266125756758911,0.07488140474199058,True,8.397717245794043,7.480432238236706,True,27,0.0
3.575168473076231,0.07482763714268106,True,8.538682194213967,4.943776490392442,True,27,0.06172839506172839
5.8802391680496005,0.07550938523829458,True,12.626989553563105,14.11684826730793,True,27,0.0
4.853839812312799,0.07384679117870596,True,8.131231171334095,5.913305766730701,True,27,0.0
4.0041722834182245,0.07515064941429743,True,8.043272401173041,5.497895348408446,True,27,0.0
5.067987855029654,0.07569613331543502,True,9.723984319203366,7.150774934610142,True,27,0.047872340425531915
5.795092561818434,0.07508294375180709,True,17.01688939255887,11.330806798177768,True,27,0.0
2.775128042033612,0.07330365393036148,True,4.748438525125529,2.3157236667704444,True,27,0.0
4.582656816570857,0.07559747191794969,True,10.787579065828794,6.948286538115806,True,27,0.07142857142857142
4.48185428082808,0.074652634056209,True,8.92448751758382,4.434880320975903,True,27,0.0
4.842255185394606,0.07534306295897159,True,7.408994699579415,5.8240112836484785,True,27,0.0
4.259033103687415,0.07545785711382351,True,7.592435659488934,5.646184978584917,True,27,0.0446927374301676
4.839005003843082,0.07609247903448228,True,11.123455099011371,6.867995362740404,True,27,0.0
4.416275249099748,0.07386660677180655,True,8.04706448399967,4.474434477855349,True,27,0.0
3.9988637197380643,0.0759303798479462,True,11.788292463788647,6.759843401647684,True,27,0.0
5.036674430915647,0.07506546534638582,True,10.20991879376806,6.134070942855693,True,27,0.0
3.325109108744229,0.07426597822472665,True,6.946465241189083,4.352334881422658,True,27,0.0
4.235329671383338,0.07539067335931449,True,9.421678457874805,6.841111694024328,True,27,0.12101910828025478
3.4149402005385223,0.07276652916629066,True,4.999917932803118,4.698792964673815,True,27,0.0
2.8101172728889936,0.07499624590433893,True,6.384505810482162,3.8935084361582994,True,27,0.0
5.106636485729947,0.07322139860189758,True,8.330765260793902,8.021772229592269,True,27,0.0
3.0661898807971024,0.07358168387091374,True,4.115172787483084,3.369507231844305,True,27,0.039603960396039604
3.3143085494816784,0.07545680431661153,True,7.834389612876943,6.043513798605678,True,27,0.0196078431372549
2.6256849595617604,0.07452200928043042,True,5.779090088811776,3.194116045638258,True,27,0.0
3.247766155499243,0.07413094368540521,True,5.084997906568392,3.496002967697417,True,27,0.08904109589041095
5.074746317804892,0.0756985790609805,True,10.805092017902426,7.076818124737545,True,27,0.0
4.02249538687974,0.07508232325141519,True,8.729227783994308,6.108587306431111,True,27,0.0055248618784530384
3.8152343762348964,0.07428724568307231,True,5.419717125582281,5.5685392915056955,True,27,0.0
4.578139580724597,0.07540997019349874,True,10.758790115975005,6.882413176308368,True,27,0.07425742574257425
3.0616751429681783,0.07512150661465913,True,6.274772127282483,4.393825679335184,True,27,0.0125
3.236594749675627,0.07469502702029791,True,6.241535045783305,2.6250104487149253,True,27,0.0
3.167849174653522,0.07487773090974324,True,6.6017175037413836,2.739983087614121,True,27,0.0
4.271668553925478,0.07359478304226634,True,7.189553644394084,4.707301548631283,True,27,0.0
3.4212892132726114,0.07476804557475805,True,6.171606794051152,3.3950055257092244,True,27,0.18840579710144928
5.018432834420842,0.07516585120025952,True,11.193163738253093,8.318688519054115,True,27,0.004901960784313725
4.364494283169091,0.07538739827750322,True,10.91167231193847,7.743125781416893,True,27,0.0
4.67539290646405,0.07512946582382946,True,8.051120865560485,5.219866771847336,True,27,0.019230769230769232
4.3375543654226885,0.07557891420918925,True,13.72819302810563,9.295405516707806,True,27,0.02072538860103627
4.315700902199776,0.07486624193335133,True,9.752934378950965,8.817727511808329,True,27,0.0
4.562619784011099,0.07386906315151899,True,8.04369483033524,4.971976809147058,True,27,0.006535947712418301
4.355539320514793,0.07455307371699538,True,7.343666812182585,4.946172246997504,True,27,0.08035714285714286
2.984042672429189,0.07452486187754377,True,5.967378837267195,3.994894269760853,True,27,0.0
5.501624315252735,0.07612814816633479,True,15.380534055637,19.708174824093778,True,27,0.045454545454545456
3.3569508081151023,0.07545131008520935,True,6.737946413380847,3.9487751527645822,True,27,0.06172839506172839
4.274227654019598,0.0743214536711109,True,8.267394503759807,6.388372580831249,True,27,0.0
3.2940274685016764,0.07495961886259349,True,9.023766430533108,6.08655949235524,True,27,0.03205128205128205
4.023972397415325,0.07460669950099665,True,8.68921058001713,5.13515497761353,True,27,0.10695187165775401
2.423268608314721,0.07371159732497402,True,3.9288150762047644,3.2548067252333936,True,27,0.015037593984962405
3.3022683836732454,0.07396374203119237,True,6.103377383982675,4.16378430971605,True,27,0.006172839506172839
5.195156578266204,0.07534034588663151,True,9.9321135682159,6.212223863824167,True,27,0.07772020725388601
4.890807089165295,0.07521056273220429,True,11.665936740651235,6.509468074092084,True,27,0.0
4.088915110313681,0.07492558660601474,True,10.288693807691836,6.999636006280357,True,27,0.018292682926829267
2.8650562333550984,0.07366648062620801,True,4.229614727389869,2.464253904835725,True,27,0.0
3.9913443292701434,0.07481416922930059,True,8.12381041534368,4.778156982195613,True,27,0.0
3.970447111118963,0.0745504234831802,True,7.451553954925737,3.3083050029460566,True,27,0.0
4.187046579562691,0.07562685134980313,True,10.981135892992217,8.545893617646788,True,27,0.00558659217877095
4.304520121271101,0.07613226383768334,True,9.943931080934203,5.291595640050344,True,27,0.0
5.034577871050655,0.07540996757259016,True,16.522999545559287,9.084945592561857,True,27,0.0
3.4009087323371707,0.07464066584502174,True,9.142790226868204,7.442503973297461,True,27,0.01744186046511628
4.7772650324846975,0.07515929799685934,True,10.00051284190041,6.2383895102692275,True,27,0.0
3.1830268173976917,0.07440791966944894,True,5.552009288889812,2.8238350806491064,True,27,0.0
3.9591383006103893,0.07431027388356685,True,6.225646833296527,3.3638576345451603,True,27,0.030120481927710843
3.48268313914983,0.0739025563122749,True,6.617425015850377,3.418889036867103,True,27,0.0
2.7304235193465867,0.07421745738415486,True,4.793809455198546,2.789412751829425,True,27,0.0
3.905967612362166,0.0746795376434689,True,6.83489085595611,5.756282074611947,True,27,0.0
4.542790823208208,0.07311459179353429,True,7.534490292175458,6.755703213006384,True,27,0.0
5.115808626001957,0.07428521877768976,True,10.84080872757746,13.660816162273122,True,27,0.0
2.98860147844867,0.07399605331251055,True,4.527435582062288,2.156531498239366,True,27,0.0
3.524867817759514,0.07579165832128355,True,7.359180854390257,5.387518436166665,True,27,0.0
