tH,tBB,tDC,tDW,n,brutOK,errH,err
0.07694446785605577,2458.1605580169708,264.5115034344296,124.32798645459116,27,True,0.02457002457002457,True
0.07736842519101836,892.4025364685804,181.99594499758228,88.50879663701302,27,True,0.0,True
0.07726812475534153,1944.7463450487703,196.28907567433393,78.12449691118672,27,True,0.014319809069212411,True
0.07781387746737911,1594.5058800280094,248.51018679328263,98.90785672701895,27,True,0.02666666666666667,True
0.07867867832661861,380.403650784865,260.5576761222134,89.84522430088234,27,True,0.027210884353741496,True
0.07871979050440057,787.6993346338471,178.0913672243644,90.06082096689,27,True,0.025821596244131457,True
0.07862448638896537,2603.591497056186,275.1586022010694,84.03232351651992,27,True,0.04938271604938271,True
0.07815821264620681,221.71715330332518,259.78589200207756,86.86777596761074,27,True,0.0,True
0.07796651056346603,5257.637493079528,208.15093867713585,95.73268895968795,27,True,0.0196078431372549,True
0.07734200438163931,1546.072016004473,321.0787813046149,117.01156976189286,27,True,0.0,True
0.07790398464777125,2532.0242780726403,250.7768590003252,94.65132534611396,27,True,0.0,True
0.07742291787497768,5843.287805095315,290.1457093830686,113.64583604418758,27,True,0.009615384615384616,True
0.07969896106910636,551.9112896484634,229.00739000178874,103.61264974926598,27,True,0.0,True
0.07654858703846083,2483.9569409377873,247.85797169897705,121.62861309479922,27,True,0.0,True
0.07693363846544742,3391.7617378756404,218.6721255367791,113.8424776117539,27,True,0.02666666666666667,True
0.07849406107529609,1364.8889549076557,256.64387366527484,98.10039224103093,27,True,0.0,True
0.07823237845150771,363.8090157881379,297.074094240088,118.36865033200453,27,True,0.0,True
0.07808900065842633,1543.3082049712539,300.42474676156417,101.9072725418179,27,True,0.012371134020618556,True
0.0780261358175445,307.2434097994119,247.98068939708173,124.05098275048658,27,True,0.03990610328638498,True
0.07737783977216149,4154.419159051031,263.98215988754396,144.42823258886003,27,True,0.0,True
0.07746184583182837,2030.7687299791723,168.6640390627352,86.55189796639927,27,True,0.0,True
0.07742302518892846,5128.097550012171,296.00482850219123,131.36198410453895,27,True,0.0,True
0.07847849699762371,1355.033801170066,336.555710727615,107.01306860731997,27,True,0.0018867924528301887,True
0.07745542420663601,4108.321757987142,285.22399489884265,141.47921747473234,27,True,0.0,True
0.07846977803413745,3489.925742149353,243.46320780459791,108.0706712141957,27,True,0.019851116625310174,True
0.07909375590158427,983.7104334728792,265.67506277933717,117.81356223149314,27,True,0.004149377593360996,True
0.07830289838896702,3899.7531798668206,454.2068841867149,124.47478924877942,27,True,0.0,True
0.07862651346287891,2145.339705981314,267.8505295577149,120.40788970189169,27,True,0.0026246719160104987,True
0.07752768040228053,1315.9713000059128,235.17773600760847,99.45841915905476,27,True,0.0,True
0.07653056940200965,1983.5853280965239,272.00702445891994,152.59916594368406,27,True,0.012594458438287154,True
0.07680923399648176,1656.5293059684336,276.04478612192906,129.2328207361463,27,True,0.0,True
0.07836698460098959,3034.026582026854,195.54281824578842,86.03991328605584,27,True,0.015283842794759825,True
0.0765864543578832,636.0557343189915,229.9734987085685,75.33855439220189,27,True,0.0,True
0.0778051404914265,1574.585034046322,194.31491723905006,81.45119500501701,27,True,0.0,True
0.07760931226054218,1165.872251498513,224.4374235583977,92.27718240408986,27,True,0.0,True
0.0774521448836169,1335.4060659185052,294.71167776500806,118.525745524537,27,True,0.0,True
0.07777986138828907,3965.0851120240986,252.68204199771088,102.99938707612455,27,True,0.008456659619450317,True
0.07832350376535938,2867.5736538134515,352.74195158854127,133.04367383372866,27,True,0.011111111111111112,True
0.07716315950701286,724.7821876468757,182.49396693248016,99.6893255226314,27,True,0.0,True
0.07785959753089702,1776.3531310483813,220.818269638006,95.49233669307657,27,True,0.019230769230769232,True
0.07704244285628148,562.0373133569956,328.9975868538022,112.2806609968062,27,True,0.0,True
0.07722156411046202,1467.0563850086182,243.9573884010315,80.62864986713976,27,True,0.0,True
0.07790385846598907,1418.4191268868744,229.02538778726012,94.26882384846417,27,True,0.0,True
0.07810865735052779,1832.2862931527197,249.37846845326325,102.92954324783447,27,True,0.0,True
0.07810179247709395,1039.5527720684186,278.7009036401287,118.09393580603812,27,True,0.0,True
0.07935847718537921,754.5474580644319,265.2878214398192,95.24120361759113,27,True,0.0,True
0.07759165744998685,2595.518904970959,251.66228755066794,110.68475795698097,27,True,0.0,True
0.07824547544336892,1662.010946078226,271.3518962264061,87.40813300080065,27,True,0.0,True
0.07736951066175343,1737.1964151971042,283.55476225260645,130.2025663102732,27,True,0.011904761904761904,True
0.07575257960911717,8536.648495821282,258.0909081217315,141.15145193029414,27,True,0.0,True
0.07693831941749361,2604.3987611774355,361.59981550493586,176.2651942969699,27,True,0.0,True
0.07867378735742162,1065.8918404951692,261.5315797738731,127.99456110224128,27,True,0.03201970443349754,True
0.0772387257474613,539.7372082807124,240.7244164030999,126.72498225430517,27,True,0.0,True
0.07890220259977905,697.465761913918,241.63958551362157,103.8703197070087,27,True,0.01282051282051282,True
0.07756987651558775,672.0998097055902,319.9192354389067,117.22318171745255,27,True,0.0158311345646438,True
0.07741127256094688,1826.1103481054306,363.5515348287299,147.01351694598355,27,True,0.0,True
0.0779427045070798,2085.3103171102703,381.3868238357827,138.59041683220616,27,True,0.03048780487804878,True
0.07766776220768072,3937.4879570677876,283.4813998779282,95.60149804187509,27,True,0.015250544662309368,True
0.07629224213077133,3117.517899023369,175.01445207744837,99.43778248503804,27,True,0.0,True
0.07852391467503035,2021.9603208824992,297.5125586381182,123.85859764181077,27,True,0.0,True
0.07748720060911622,1712.5637892168015,250.5106340860948,93.77853973553731,27,True,0.007075471698113208,True
0.07826969850252961,733.6294220294803,230.81444399431348,87.68616185989231,27,True,0.0,True
0.0782401713861605,352.1346383728087,302.71387824905105,121.65964915184304,27,True,0.012987012987012988,True
0.0772321029887947,982.6677234377712,190.56949153757438,89.28236268028351,27,True,0.0,True
0.07695806063375829,1512.4934681225568,362.0540324676161,129.26327362411507,27,True,0.031026252983293555,True
0.07858747302565722,1878.2029531430453,321.69958829347576,123.84540060302243,27,True,0.029644268774703556,True
0.07967382111331672,586.4150587003678,264.12697201077304,111.92066236187449,27,True,0.007936507936507936,True
0.07826905727995477,3119.191078003496,325.6444000040314,156.67030660746,27,True,0.0,True
0.07873289955009304,2804.2649370618165,322.2807711322925,103.81826975693305,27,True,0.002197802197802198,True
0.07821004285063513,2231.834532925859,174.51937263831496,80.52065332360085,27,True,0.02631578947368421,True
0.07860895223209187,770.0626167158285,291.5549513709266,104.95866365406823,27,True,0.004975124378109453,True
0.0771871905391347,753.1312939245254,235.57392430957407,125.3536995745411,27,True,0.0,True
0.07840986205397232,464.278640516568,184.6273489153156,77.2818824989372,27,True,0.0,True
0.0791494344964204,2567.028491059318,192.0309070712672,88.82451907265931,27,True,0.0024937655860349127,True
0.0784883985943358,307.50943436287344,309.7737801144831,107.21112274483818,27,True,0.0,True
0.07831814568670852,1357.193520059809,256.77398333532943,91.9690084453948,27,True,0.025157232704402517,True
0.07636985403860254,1869.5730089675635,281.3351745135151,95.29219038533763,27,True,0.0,True
0.07827777724156683,911.1674940213561,285.4394652531482,115.5747509051469,27,True,0.002079002079002079,True
0.07742720037468666,1256.5919978078455,254.92962323025696,109.56692808858034,27,True,0.009153318077803204,True
0.07713961214968308,3113.0573900882155,251.98883811632794,133.75891883495368,27,True,0.0,True
0.07793840734076535,534.5234529813752,241.32196891587228,108.92200804400173,27,True,0.0,True
0.07830446446754998,673.4261919045821,406.1035128155102,138.5082701065888,27,True,0.011976047904191617,True
0.07736463058219181,3527.159539051354,269.72572645172477,125.019497750327,27,True,0.043583535108958835,True
0.07709100579583522,1724.3871509563178,230.22460960783064,99.69411868602037,27,True,0.0,True
0.07887816821454291,548.3916723169386,324.916747431936,122.14518095133826,27,True,0.0,True
0.07705331749769827,1914.0047940891236,201.21643275100118,120.27843475807458,27,True,0.017699115044247787,True
0.07819208294024092,1957.9343758523464,208.40737608854064,98.20081655867398,27,True,0.0,True
0.07832780537665848,1273.2969608623534,236.7660806979984,92.5908504071197,27,True,0.032467532467532464,True
0.07851098997282852,1271.9496169593185,421.58823339268565,113.72617854398084,27,True,0.0211864406779661,True
0.07858428155597807,1362.8228448797017,324.1124250260847,103.67412590826659,27,True,0.023305084745762712,True
0.07796216010711256,1610.4367880616337,307.60029336670414,138.42987822782663,27,True,0.005291005291005291,True
0.07720264349654754,1398.1141219846904,246.7004579026252,130.18347532488406,27,True,0.017369727047146403,True
0.07822337245278475,316.52941471630976,253.20297156253625,96.86450503766537,27,True,0.02095238095238095,True
0.0772359892386131,552.6288932887837,249.27712879143655,70.85877379535565,27,True,0.0,True
0.07619062131328128,688.1240990478545,175.3733911485012,65.1837510216099,27,True,0.015503875968992248,True
0.0771045653932168,3926.7025750596076,311.6944777180574,139.84572640894092,27,True,0.0182648401826484,True
0.07728583179111846,7348.433461040258,177.22830700222403,85.5861663063667,27,True,0.0,True
0.07927458446108061,4667.021515080705,249.76997266316582,104.2243196667793,27,True,0.038202247191011236,True
0.0764206168312827,83.46797174520114,271.6079123525156,136.55629404820502,27,True,0.0024752475247524753,True
0.07784822266853778,1408.785096136853,251.29379200128216,114.14762275914352,27,True,0.0,True
