n,tDC,errH,tH,tBB,tDW,brutOK,err
27,1346.6371269896626,0.004355400696864111,0.08312160123413524,780.6918789865449,200.34562941873446,True,True
27,1096.8762050615624,0.0,0.08342183321143619,324.9752625124529,159.75930513814092,True,True
27,1100.9904129896313,0.0178491744756805,0.08384475392734715,231.30458025843836,157.30459713377059,True,True
27,1015.6776719959453,0.0,0.08251890583390706,1417.900545988232,171.9981370759862,True,True
27,1273.7334629055113,0.0,0.08262918453978975,177.6645517176283,219.00916808623484,True,True
27,985.677852993831,0.031018518518518518,0.08406806275522831,285.2616338059306,194.88647692681602,True,True
27,1127.0506239961833,0.010303687635574838,0.08461710841380746,819.2108565708622,192.96343583846465,True,True
27,1029.514616006054,0.005973120955699353,0.08346930574805529,97.62414600118063,171.6298588684627,True,True
27,1050.823997007683,0.0030599755201958386,0.08315601202238138,363.344922719989,213.61566362479192,True,True
27,1588.4033909533173,0.005148005148005148,0.08421421494936172,1398.2319391798228,240.6462525948882,True,True
27,1173.3883040724322,0.023724261414503133,0.08337001818111328,3294.473563088104,242.52614949364215,True,True
27,1191.2218800280243,0.0,0.08283397988046282,3584.0170700103045,229.22093628440052,True,True
27,975.1466229790822,0.0020458265139116204,0.08396345416453507,235.20745132635864,139.2815455328673,True,True
27,1442.4760770052671,0.0,0.08314181687916096,668.3698119595647,286.76208812976256,True,True
27,1518.1893850676715,0.0,0.0817760170660834,3366.2994001060724,284.7608034790028,True,True
27,1051.1795170605183,0.0,0.08243577961888808,1866.6078350506723,181.80649568183492,True,True
27,1187.252102070488,0.0,0.08330055912784316,1827.0452490542084,226.83991817757487,True,True
27,1208.1407004734501,0.005741626794258373,0.0827151046434575,1667.1333480626345,203.3954670963188,True,True
27,1062.3337520519271,0.0,0.08457026254988789,96.5165114982731,150.85740205540787,True,True
27,1201.7272735247388,0.0,0.0829104561450322,3796.1714782286435,234.00804749689996,True,True
27,651.8378000085553,0.0,0.08181554307537223,1679.817870957777,159.15073414022723,True,True
27,1266.2421390414238,0.002707581227436823,0.08287940302001977,1836.919501889497,201.78959615683803,True,True
27,1800.5198740866035,0.0,0.08245195107082107,521.0354054579511,242.32934250030667,True,True
27,896.2789834477007,0.009382716049382716,0.08355296811792982,451.0657092090696,129.8887841035857,True,True
27,916.6639344766736,0.0032679738562091504,0.08402971457645783,1134.6480095526204,185.3020684614491,True,True
27,1252.7247820980847,0.0,0.08285538348167312,2835.176181048155,215.44110916808927,True,True
27,1586.0079741105437,0.0,0.08337311775867395,565.7215910032392,217.6366460043937,True,True
27,1132.6142505276948,0.016129032258064516,0.0836929208880523,164.16636689100415,150.90965531999245,True,True
27,1419.7816089726985,0.0,0.08289871962651549,582.9551416294029,228.13002369366586,True,True
27,1238.188327406533,0.005321507760532151,0.0832551847386298,1508.0519830808043,178.4961111344663,True,True
27,1180.1956305280328,0.0036231884057971015,0.08339115274608638,1413.164459867403,195.71013550739735,True,True
27,802.7467436622828,0.0,0.08243981477599072,1486.6118968930095,156.1614213132998,True,True
27,1340.1630190201104,0.012510425354462052,0.08455689019622654,377.1625990048051,155.61084692987305,True,True
27,1062.0319440495223,0.01715686274509804,0.08314581524888233,2708.906230982393,184.13512661265065,True,True
27,1039.7977139800787,0.0,0.08478706471971367,184.59645549301058,141.74059347030433,True,True
27,1006.6434205509722,0.00537109375,0.08226006840854169,222.59943117387593,140.23826864328893,True,True
27,1277.1493191830814,0.0,0.08352226431002478,80.07562943005367,180.53052937970136,True,True
27,1341.7642291169614,0.0,0.08438088007247327,7952.998977852985,193.4114222531207,True,True
27,1258.8711448479444,0.0,0.08201039494128455,41.444461717869025,243.3360509807244,True,True
27,927.5033349404112,0.003105590062111801,0.0834808353349338,306.4759044043188,144.21661199508785,True,True
27,1380.5208699777722,0.015047879616963064,0.08362493629984843,46.29090120683291,184.59720069614167,True,True
27,1051.2108094990253,0.023553719008264463,0.08316399512367595,3122.0694279763848,175.78475900726127,True,True
27,1013.3336579892784,0.0017605633802816902,0.0826220217603215,438.8293481897563,171.84430700061577,True,True
27,981.0638815397397,0.0,0.08320386668734464,55.81422996086379,164.74140213492018,True,True
27,1211.0411814646795,0.005198487712665407,0.08301236269039505,327.93829749183107,188.04300160935293,True,True
27,1200.8349860552698,0.0,0.08407956036524626,347.87521841935813,161.13654219855863,True,True
27,1031.6617265343666,0.00424929178470255,0.08171918588936534,445.7461027195677,148.25707105046604,True,True
27,1382.2600040584803,0.0033349213911386373,0.08339343914935307,768.7997650355101,221.9276228199967,True,True
27,1299.6457079425454,0.0,0.08329080848468988,1102.1141009405255,203.79225632253414,True,True
27,1833.0267420969903,0.0009090909090909091,0.08018568831515763,23336.3497199025,336.0157800239644,True,True
27,1772.2937820944935,0.0,0.08353866416176683,203.02807696862146,304.3382626201492,True,True
27,1112.2966484399512,0.0,0.084174120141317,176.76850740930863,178.2309134454968,True,True
27,1429.0311262011528,0.0,0.08286143207778829,266.00413881242275,192.07833338385592,True,True
27,1086.4243364194408,0.0,0.08406514189128413,381.75795471761376,137.31792699804325,True,True
27,1745.8821630571038,0.013557483731019523,0.08306636011731887,1322.6623348891735,326.35511401375487,True,True
27,1672.0974631607533,0.0,0.0825335364963809,2003.4733680076897,272.7300971229043,True,True
27,1218.8983449013904,0.0011940298507462687,0.0837964898996043,1487.188956933096,248.01113731227815,True,True
27,1518.0454971268773,0.010873640794900637,0.0841835829997876,643.4387125773355,191.37311461739813,True,True
27,860.5424769921228,0.0,0.08309766767718439,944.3729874910787,170.59069120192103,True,True
27,1581.6221050918102,0.0011797090051120724,0.08485089680162412,1263.39089917019,229.8818449024111,True,True
27,1289.6916719619185,0.012208067940552018,0.08392832066628739,1419.2451380658895,255.49913976444967,True,True
27,1521.6888058930635,0.0,0.0831916402591943,1427.0163828041404,294.0714469878003,True,True
27,997.4156025564298,0.0032119914346895075,0.08390026725404373,588.9137232831368,174.8235357226804,True,True
27,1017.8669004235417,0.0011235955056179776,0.08068400491889911,9126.132191158831,230.42394439689815,True,True
27,1726.4139000326395,0.022211938917167977,0.08323220641453451,2046.6682841069996,335.402153864769,True,True
27,1682.584187015891,0.0,0.08463983928788561,28.018187356950794,240.99512479733676,True,True
27,1280.371026135981,0.005568445475638051,0.08366269641175818,1407.3361710179597,172.08794293193412,True,True
27,1311.0350880306214,0.02394938996836873,0.08364225455980961,4971.271563088521,199.1937113343738,True,True
27,909.4895594753325,0.009354536950420954,0.08356939172631477,2325.605558929965,137.6481215055618,True,True
27,955.9658364159986,0.01465002712967987,0.08230940370980605,2608.553651953116,198.1124039933396,True,True
27,1518.2378110475838,0.0,0.08360644187275075,127.00438590254635,190.69915015895205,True,True
27,753.9674646686763,0.0,0.08402674723036234,1228.1252339016646,167.6788967036243,True,True
27,805.4654782948395,0.0005208333333333333,0.08300702243936027,320.7065679986651,156.893788324669,True,True
27,983.3914755145088,0.002178649237472767,0.08365121160785069,5277.512484928593,137.41438750488064,True,True
27,1927.6530861388892,0.0,0.08390659042237149,113.92218373449785,265.5489258985553,True,True
27,1613.72678889893,0.0,0.08314592359056563,551.6574215143919,238.64762240555137,True,True
27,1697.7920620702207,0.01864406779661017,0.08382557704884898,255.30814775265753,230.5784892058,True,True
27,1013.1078505655751,0.0,0.08167668067773057,205.08424442128413,205.06819791626185,True,True
27,1852.9552340041846,0.0,0.08255433888629053,246.34413002058864,304.657899774611,True,True
27,1082.0835034828633,0.010167768174885612,0.08276164926937148,3602.7045000810176,205.90625365730375,True,True
27,1087.1610415633768,0.0,0.08365562930013236,200.80437478609383,182.38602822216657,True,True
27,1563.0279399920255,0.0,0.0846870958940196,239.8593481630087,165.88197252713144,True,True
27,1447.2827159333974,0.011874469889737066,0.08394189467121482,3292.567756958306,208.3779759070074,True,True
27,1967.2945099882782,0.0,0.0825124067188467,2006.3109558541328,327.3748301435262,True,True
27,1462.5440340023488,0.0,0.08289587160989023,685.5400889180601,204.54255000610524,True,True
27,920.5266614444554,0.03457738748627882,0.08406496392680812,966.0764135187492,179.55082470479493,True,True
27,1262.8528920467943,0.0,0.08421730615731991,145.22425952988365,150.3289475076599,True,True
27,1098.3609809773043,0.0,0.0831435063560882,1838.0253610666841,234.59377470426261,True,True
27,1878.899184986949,0.0,0.08374183464256288,58.74742019328882,289.3304575118236,True,True
27,1662.315553985536,0.017715617715617717,0.08458216666642192,287.2422572108917,252.42770975455642,True,True
27,1444.521815981716,0.004140786749482402,0.0826116715161872,38.97614350231985,229.23441270831972,True,True
27,1106.2680284958333,0.0,0.08090369511951355,152.13904244063252,200.02487290184945,True,True
27,1023.084721993655,0.0,0.08251272468771378,1725.3459468483925,179.84800699811714,True,True
27,1155.7482045609504,0.0,0.08295522929778296,524.3943119421601,176.60258164895433,True,True
27,1005.9791159583256,0.015648662291771833,0.08287425430544394,977.8286794899032,180.99813383574096,True,True
27,1383.8387900032103,0.0010770059235325794,0.08239112925644056,8614.573040045798,337.9308929932969,True,True
27,1022.6646350929514,0.016631130063965886,0.08237652633080893,3807.553939986974,183.8124865272011,True,True
27,1119.319238467142,0.0,0.08393025421598144,413.61274872906506,174.71538913170141,True,True
27,1309.1640600468963,0.009280742459396751,0.08346818697748266,89.39742682163012,241.5136975934729,True,True
27,1524.7977320104837,0.0,0.08290381386208205,148.84133470643843,226.26700946553188,True,True
