errH,tDW,err,brutOK,tH,tDC,tBB,n
0.0,181.66888591188652,True,True,0.07996536442453554,476.22054358944297,152.4808662943542,27
0.01073345259391771,166.3044237997383,True,True,0.07930589069868973,422.9809542186558,5274.662225972861,27
0.0017094017094017094,99.34433615766466,True,True,0.08047660517105734,325.14260413258205,1046.0465175565332,27
0.0017123287671232876,111.79824308915572,True,True,0.08062356896737476,364.41645697535324,226.8970034395655,27
0.004201680672268907,159.70710826416808,True,True,0.07904201758662613,395.1081320022543,926.6094010090455,27
0.0035842293906810036,178.84320907095181,True,True,0.07914963405822419,528.266595734749,1580.8893700595945,27
0.0070052539404553416,95.60200430524463,True,True,0.08129372494139656,286.1123975017108,394.15260441601276,27
0.0,126.83563826507644,True,True,0.0802879632421546,406.0446775207917,774.6532829478383,27
0.0109717868338558,126.36661110445857,True,True,0.0810239150735595,499.9462794046849,182.0202523667831,27
0.006802721088435374,190.20659329656226,True,True,0.08020539237299361,424.9097092077136,1610.8720088377595,27
0.003372681281618887,146.11557976561872,True,True,0.08096419838104706,578.781969496049,70.57411910500377,27
0.0,121.64967840071768,True,True,0.08059921875820665,395.38717448400956,887.8640689654276,27
0.0018083182640144665,145.11364624452065,True,True,0.08047770255982294,460.6694430112839,733.7720515206456,27
0.003663003663003663,144.373754518764,True,True,0.07957437722634049,430.4626445751637,547.7508156715581,27
0.003389830508474576,131.38863815631913,True,True,0.08044786376718667,515.447786776349,600.8379819492499,27
0.006993006993006993,164.72971979528666,True,True,0.08169418872414552,469.2389684263617,1700.2667309716344,27
0.0,168.57894678001426,True,True,0.08018151271053618,427.29310537688434,4889.790093060583,27
0.0,149.85217175853904,True,True,0.0787192630381418,409.37365548840415,1881.7542190663517,27
0.0,104.32209482457003,True,True,0.08051750156202866,306.7871477396693,1074.8830864904448,27
0.0,148.93224186380394,True,True,0.07963527112661135,471.6214850079268,298.7788219936192,27
0.0,132.32769544184623,True,True,0.07942625520280412,434.4799069687724,2065.5781170353293,27
0.003861003861003861,130.6279315858295,True,True,0.08057571997065187,410.93027180371183,1369.4579901639372,27
0.005434782608695652,157.00350026600063,True,True,0.08162664790860871,449.7133328113705,2025.7641728967428,27
0.002145922746781116,168.9549021289817,True,True,0.08023566285151362,502.67669575987384,2159.1457491740584,27
0.005253940455341506,171.3926387185763,True,True,0.0804475249293356,459.6355653833598,207.38414299142147,27
0.0,108.4838830056074,True,True,0.08041535089445637,267.2820526640862,766.0102600930259,27
0.0,107.70413747219287,True,True,0.07963100155238995,321.9338667113334,1354.0699800942093,27
0.001594896331738437,189.50179899827793,True,True,0.08021124974242298,773.8022597040981,1330.84961399436,27
0.0,156.65683086651066,True,True,0.08023476610207009,490.0182464160025,169.29891615706896,27
0.010889292196007259,157.89515900736055,True,True,0.08093138951222276,406.53619282723713,2528.003371786326,27
0.0,132.55477021448314,True,True,0.07978520954367307,410.2513378408427,1375.0274740159512,27
0.0019646365422396855,150.85533644014504,True,True,0.07936032754699886,376.516955322586,2738.5804620571434,27
0.008156606851549755,104.42114795517662,True,True,0.08032537950272742,398.46669614780694,4929.290849016979,27
0.021153846153846155,145.62595458975173,True,True,0.08002035322912661,441.4314602036029,769.4746439810842,27
0.0,111.67893376709385,True,True,0.08117609170206566,345.66824956397926,434.61990538053215,27
0.005597014925373134,81.6968192346394,True,True,0.08151509685366713,280.44549812329933,310.79520930403044,27
0.0,111.45952031736007,True,True,0.0813238757152733,407.211167155765,552.6188080354283,27
0.0,94.04091930124335,True,True,0.08093213539350845,381.04506632468355,1001.5338320517913,27
0.006198347107438017,171.99017450080387,True,True,0.08049653177926774,490.7413489650935,794.6612340165302,27
0.0,120.10384360328317,True,True,0.07966098921251547,316.56937643752565,243.32377046812326,27
0.005136986301369863,161.8075188715011,True,True,0.08156960904732667,511.8364535155706,910.7028229627758,27
0.0,175.71603506803513,True,True,0.08041093381027598,526.9945157924667,1355.8584919665009,27
0.0,164.11148079981405,True,True,0.07969529949158101,576.608105271589,791.3050624774769,27
0.0,104.06757200447221,True,True,0.0800902709988731,305.5584336107131,2099.2118129506707,27
