tBB,brutOK,errH,tH,tDC,n,err,tDW
3382.258441997692,True,0.01569506726457399,0.08276039263662913,329.4701544723163,27,True,132.79030740739324
1405.9935026646901,True,0.0015552099533437014,0.08390060639195153,292.05355853499736,27,True,78.54450568335042
412.7369460882619,True,0.0,0.08366968438146691,313.88064540612197,27,True,104.13458797724006
316.59102220354333,True,0.01174496644295302,0.08382233378379092,283.53227717418446,27,True,82.66515836973363
29.59935792878114,True,0.008912655971479501,0.08337143958871214,238.28634913522927,27,True,65.77032490780479
1171.4757976587862,True,0.012254901960784314,0.08344400270380048,224.34842863797462,27,True,107.65769671770217
3958.245729096234,True,0.0099601593625498,0.08357071412380904,183.31981736614748,27,True,93.76212160261173
63.80334385995945,True,0.0,0.08349809933968948,260.8011661612086,27,True,86.97275006980226
10463.42578297481,True,0.023483365949119372,0.08310332588247049,266.4181917336666,27,True,91.47610805532034
1525.9858726834257,True,0.0049833887043189366,0.08331873037120137,281.59131134367163,27,True,89.39569276249544
443.00074099252623,True,0.0,0.08378737392803201,258.9834728890932,27,True,92.61464870113106
1569.9615946505219,True,0.022058823529411766,0.08386482380928705,237.3212150996551,27,True,84.23356381166032
426.84416179545224,True,0.015625,0.08231927157357552,226.96054849604315,27,True,88.49336705420033
92.50462739089248,True,0.0,0.08364149172385076,191.626183115519,27,True,57.68702320787016
409.57830755294043,True,0.0038095238095238095,0.08411938817824251,202.4039284151513,27,True,69.53266945103525
3101.354975020513,True,0.008928571428571428,0.08267691961667736,279.5462599435054,27,True,107.91100973470344
1807.561385910958,True,0.0,0.0819834226152143,225.9546126852828,27,True,110.3122053357462
517.3082485728498,True,0.0,0.08330095900972004,371.4716629160998,27,True,120.38544799973506
2025.1365965232253,True,0.00881057268722467,0.08437438305051727,225.27023676825178,27,True,99.96227014391702
481.9072013022378,True,0.0017391304347826088,0.0835310875254002,248.64071864867583,27,True,71.60005342947052
2385.181379504502,True,0.0,0.08253084137666335,253.18738937034811,27,True,70.06640723762169
2629.9510991666466,True,0.00641025641025641,0.08160106241074408,258.08614621085945,27,True,99.01475397869945
321.9668028446344,True,0.0,0.08384386004019127,232.2562006191306,27,True,71.87850853306769
31.746432494163237,True,0.0,0.08330659915148551,239.9888823385395,27,True,72.3775941034968
159.32021150365472,True,0.0,0.08333258483075134,325.0511825395127,27,True,83.45113995019346
211.3662770504809,True,0.0033783783783783786,0.08413906922227803,230.46471514473004,27,True,76.30451463091259
239.11856985650957,True,0.0,0.08400119080743348,262.986839386738,27,True,77.22933702825685
230.05419208978614,True,0.0,0.08355951150495844,221.32971946319395,27,True,85.7760922236625
772.4828129867092,True,0.0,0.08322735786202666,248.51444094674662,27,True,72.97404910273411
1179.5406183227897,True,0.0,0.08256879013789556,271.1461641075503,27,True,111.22281133300729
1137.1943147969432,True,0.030252100840336135,0.08361622135407071,233.7528352758714,27,True,69.96316832332859
1615.8479715231806,True,0.0,0.08353723260239852,214.55648182081464,27,True,75.2695293666682
96.90385619583337,True,0.0,0.08218401757716072,218.22597209194845,27,True,79.62761685297254
240.54671573991837,True,0.0,0.08284762272848245,243.15240874420851,27,True,57.012267630204725
281.7331272526644,True,0.0,0.08283706309052263,271.6139826095766,27,True,62.192442652303725
407.1541683621366,True,0.0,0.08327259776496437,308.01701567543205,27,True,82.88005299931555
272.16313155885376,True,0.0,0.08300145474830363,186.68304457185934,27,True,43.53786445745643
1346.3068906373035,True,0.007547169811320755,0.08203251511331366,251.42589152643558,27,True,73.02067408968202
1220.5631659987073,True,0.0,0.08151612600399646,189.92752673176045,27,True,84.4421070661017
187.2952670417726,True,0.0018656716417910447,0.08390320501986932,266.6154436689491,27,True,81.66457122939897
484.25094262347557,True,0.03577235772357724,0.08425042417874437,313.29650346500176,27,True,115.12595783312652
1969.5052366005257,True,0.0019230769230769232,0.084302153165471,214.11816330383655,27,True,81.52682181890503
3334.268491016701,True,0.0,0.08129860697211189,357.37766246669565,27,True,125.66316118225073
7338.532224064693,True,0.008976660682226212,0.08349245140546395,266.80869933786903,27,True,103.63157920558781
222.70528255030513,True,0.011428571428571429,0.08258008146575076,194.79630367830396,27,True,55.36219353218459
1460.7346230186522,True,0.0,0.08360426133493157,250.19359347214433,27,True,61.93982191325631
764.7356276477998,True,0.009448818897637795,0.08400540622904544,337.3138731445319,27,True,76.84383349349866
45.71102304495315,True,0.0,0.08349530597672128,326.93901052698493,27,True,94.41232161435227
2443.726575933397,True,0.008438818565400843,0.08458505168040152,241.67514614528045,27,True,74.2270942680093
2851.8015348818153,True,0.010948905109489052,0.08388255139429295,205.12975883320905,27,True,77.0541272686387
191.49912166176364,True,0.0036036036036036037,0.08396961312935682,216.49957795465446,27,True,61.83498041064013
612.2062630020082,True,0.0052173913043478265,0.08367472653163435,365.0739271587764,27,True,113.27536090623674
2096.9257624819875,True,0.001694915254237288,0.08296588048111865,232.4580263368608,27,True,70.1289440564234
4316.394850146025,True,0.005253940455341506,0.08248082714665322,169.22250500045203,27,True,48.058716443707596
397.14856789214537,True,0.0,0.08289572277154568,465.8142623025924,27,True,143.97057097213454
207.12991443503162,True,0.00859106529209622,0.083196534144913,218.67087787144223,27,True,78.36028181075577
380.71520739378263,True,0.002044989775051125,0.08315511778669357,173.21473482297733,27,True,63.952636128912374
484.1751960985776,True,0.006493506493506494,0.08442150609141262,249.87462159479037,27,True,75.61202267399774
4736.944682896137,True,0.0,0.08349353665882604,216.9221274935725,27,True,88.3741944853682
362.5842784919466,True,0.005042016806722689,0.0846305347990937,354.6934017878292,27,True,105.55892474354899
93.11147467143691,True,0.0029154518950437317,0.08499360309204324,282.7428996508174,27,True,63.486637001355675
544.6286165776352,True,0.008710801393728223,0.08469101482227095,227.1331370409046,27,True,66.03830933570862
2510.5476959142834,True,0.014112903225806451,0.08320201838158071,204.9490040905463,27,True,75.36332071476588
2111.739109037444,True,0.0017152658662092624,0.08223636209409846,224.08051836431363,27,True,64.05491187152538
469.5996600979318,True,0.004149377593360996,0.08415701179701224,197.18648383393884,27,True,74.76918018338355
4705.686977831647,True,0.0020491803278688526,0.08246906045420432,291.96608593851766,27,True,128.8123651052286
2436.2834914354607,True,0.0,0.08220889516264192,264.36440483666956,27,True,98.90935164410621
144.52081853232812,True,0.0,0.0835416616540977,243.1718464475125,27,True,79.16805520653725
1249.2295183086146,True,0.004815409309791332,0.08312495769044458,240.82904269453138,27,True,59.544539001459874
966.7550509795547,True,0.0,0.08333661037027647,239.54417414497584,27,True,92.24622301688348
190.40867868810892,True,0.0,0.0842930828608725,250.06686905398968,27,True,70.12889598509375
527.8799893567339,True,0.0,0.08391876140203262,219.61407800501382,27,True,81.56429688812645
2597.9662030003965,True,0.0,0.08377491182840302,231.2560257102762,27,True,70.63897549773434
23.27929096516644,True,0.0,0.08447570254343235,267.1373547313528,27,True,66.27938635957737
1794.639703934081,True,0.0,0.0843167448581195,237.99313565250486,27,True,75.67504342560741
521.934826987692,True,0.0,0.08214467311598492,240.91096544871107,27,True,64.85070959761642
476.10766513389535,True,0.012944983818770227,0.08408566031364612,296.9775661913445,27,True,78.6478599045603
11036.795974941924,True,0.01195219123505976,0.08265385403826674,220.6253293605352,27,True,74.49764659656073
3233.5745480377227,True,0.007547169811320755,0.08350525247234981,278.5864691250026,27,True,115.12580823131599
70.40562985491925,True,0.0,0.08377420465536707,285.9429146491868,27,True,67.64923776691295
806.7661835812032,True,0.0,0.08177132279404661,324.970231189703,27,True,101.9901861009017
776.8051908351481,True,0.0,0.08296539580708163,418.97169682973373,27,True,106.0023224082492
1259.0783030415575,True,0.0,0.08296817369197772,219.33657732072538,27,True,65.10679494883668
131.52994282929035,True,0.0,0.0825088060727691,353.2819377724081,27,True,123.21751199779101
478.9533475672619,True,0.001984126984126984,0.0831766564925381,248.63022500649095,27,True,95.62849367592626
500.68773078318276,True,0.0,0.08394469434573155,279.8895772327395,27,True,101.83940365511391
1143.5161837143824,True,0.00411522633744856,0.08244116556816787,279.54604076769425,27,True,85.450433965387
2532.8582448419183,True,0.008912655971479501,0.08229572590420606,250.78112432292028,27,True,93.81039092264507
67.15769968771686,True,0.021207177814029365,0.08470621758533921,283.595024539596,27,True,86.42191115946493
32.78555427068653,True,0.012861736334405145,0.08376413920616332,248.83835264481604,27,True,70.08873093151816
1900.954165495932,True,0.004724409448818898,0.08310278163284833,318.5041833358506,27,True,87.60618010388785
1109.836376272142,True,0.0,0.08365305095698719,164.12166933684298,27,True,58.02634208024863
3210.816060891375,True,0.010067114093959731,0.08267265143913602,233.2171731451083,27,True,77.16491432802286
357.5752532536474,True,0.001718213058419244,0.08406738512267932,266.6532883886248,27,True,89.47699790905145
3909.97721394524,True,0.002150537634408602,0.08441303731562966,206.17730346081467,27,True,75.38706109026504
738.3757086005062,True,0.00966183574879227,0.08165681711568074,295.1995574985631,27,True,137.96333469346993
3262.204211903736,True,0.0039447731755424065,0.08433811110803659,183.63062726092284,27,True,63.02878111188265
310.2252906033148,True,0.0,0.08476439482470896,234.90374570801146,27,True,83.84044728857482
77.10315926061547,True,0.013358778625954198,0.08510467633866077,216.18945656708723,27,True,83.70835713694915
6837.301376042888,True,0.005494505494505495,0.08226519060505778,281.6711958251236,27,True,85.45563267222767
