errH,n,tDC,tDW,tBB,err,brutOK,tH
0.0,27,414.5047093237129,146.3605796664276,98.8363081456295,True,True,0.08360643119314533
0.01060070671378092,27,456.0196788981557,213.85026082356015,195.32990643555033,True,True,0.08392653982093266
0.011428571428571429,27,300.28021887119394,118.02709628716998,279.03780099851167,True,True,0.0837923934848636
0.0,27,234.56171990948775,76.78835635670112,289.91829100996256,True,True,0.08224851461446277
0.004746835443037975,27,283.45858976792766,97.18567617785405,553.9619251212571,True,True,0.08438781275329488
0.0213903743315508,27,443.18040191534567,117.19762802212722,573.8579321519604,True,True,0.08420760258076003
0.0,27,290.44680412420456,104.41122587492808,1182.5467653106898,True,True,0.08321817506150167
0.016638935108153077,27,282.60540641734707,97.1124844726029,199.4123043075792,True,True,0.08357071198397065
0.0016,27,239.19227740261704,89.40191829407756,544.6746357483789,True,True,0.08380958375086474
0.0,27,381.82811392471194,116.52440997949313,214.86603181851518,True,True,0.08425853536334847
0.0,27,275.9821777615477,119.18564863139535,1824.0471350727603,True,True,0.08352676897540592
0.0017857142857142857,27,313.08155225900316,93.67463694235205,229.47060994460784,True,True,0.08295235435966108
0.0,27,218.79378268071872,87.69170982330772,87.60051472370137,True,True,0.08366639375788906
0.0017985611510791368,27,511.084001356115,140.91361765749753,1649.9004194047302,True,True,0.08241865748559601
0.0,27,309.0573990630219,98.61836615949869,1147.9548707138747,True,True,0.08397477400529432
0.0,27,262.27024006139897,89.85080805776471,3156.2204111833125,True,True,0.08142537538196397
0.0,27,298.8306513871066,74.91220836174872,254.5016580002589,True,True,0.0852293864364988
0.005484460694698354,27,392.5068574026227,128.81649100515796,590.3403478608068,True,True,0.08563858875600158
0.0034662045060658577,27,422.02139262702656,125.48866171915179,384.6294407461149,True,True,0.08513522339047767
0.0,27,240.33131544711068,67.00667024376122,249.84981994041138,True,True,0.0842970259997636
0.0,27,204.94316529948264,76.97711740911473,2997.875619214028,True,True,0.08298434753489796
0.0,27,170.16523020695254,68.97390711108325,286.08515676494466,True,True,0.08334932273059602
0.0,27,228.88858728332534,89.77658392607489,452.82454220578074,True,True,0.0831736915036908
0.0,27,339.12526021179343,86.25186831902779,61.87217282367092,True,True,0.08511703816390695
0.0,27,380.57318539358675,127.23489568974728,28.15769853733593,True,True,0.0840482080701015
0.0021321961620469083,27,347.3690140693049,177.66586992989428,9955.27636888437,True,True,0.08318366571673236
