errH,tH,n,tBB,tDW,tDC,err,brutOK
0.0,0.08094043069319311,27,963.7650614604354,230.95161570236087,453.98871898651123,True,True
0.013157894736842105,0.08172993915646429,27,534.5406696821252,157.10612339898944,275.4857651113222,True,True
0.003527336860670194,0.08198029220508415,27,791.8959700036794,130.82621867866501,292.63631263165735,True,True
0.0034662045060658577,0.08180407072125337,27,556.5844182856381,173.40000399521418,405.7533494972934,True,True
0.017985611510791366,0.08250341148800529,27,162.28809570228415,203.43888242496178,452.52660419791937,True,True
0.0,0.08181545796285734,27,131.3109056209214,146.70960711972677,266.362555221551,True,True
0.0380952380952381,0.08288638435586734,27,913.7694234959781,135.13481878261598,374.74568797430646,True,True
0.0,0.08154942869669626,27,48.66939406333999,149.11291749740485,392.6692233265688,True,True
0.01818181818181818,0.08272554510491047,27,4388.024930842221,179.98156037468178,364.31952216662467,True,True
0.0055762081784386614,0.08316385001202065,27,1251.3150230515748,220.993479184637,576.1347677907906,True,True
0.03353057199211045,0.08274847332274834,27,677.8743294999003,195.12575575693822,419.99253341928124,True,True
0.0035460992907801418,0.0809390258377354,27,6170.224810950458,239.7411213023588,513.5539537877776,True,True
0.006472491909385114,0.08305589135832833,27,163.41019353757684,176.03903855862362,368.5867831421395,True,True
0.00663716814159292,0.0816390155225101,27,2348.5662820748985,244.94100320152938,398.3855376718566,True,True
0.0,0.08173993305193185,27,2063.0675500724465,220.41254964741793,409.32245234337944,True,True
0.015817223198594025,0.08341616422995614,27,1597.1792051568627,220.46087864278394,473.3404103666544,True,True
0.0,0.08205937804047889,27,62.7561478371111,245.61774800531566,563.5957292979583,True,True
0.0,0.08198208713408392,27,273.1880255974829,182.24960846754794,444.68249599449337,True,True
0.0,0.08208740301489166,27,107.17883580364287,258.967338104008,456.54120496474206,True,True
0.017857142857142856,0.08244838011067673,27,3560.5310648679733,298.1039513833821,502.33126571401954,True,True
0.0148975791433892,0.08159992722802752,27,2413.512713043019,203.32451189945763,329.21356528199146,True,True
0.0018832391713747645,0.08099147004651826,27,4363.20782196708,259.6182967794852,474.87336080521345,True,True
0.0014858841010401188,0.08291370863317953,27,726.7593949800357,204.64164342653626,585.9521397505887,True,True
0.005338078291814947,0.08205559540217086,27,1839.0025328844786,261.98268045360845,469.631674233824,True,True
0.022770398481973434,0.08276036317337641,27,1830.9946740046144,180.35844353457483,375.2991371632864,True,True
0.0,0.0832265249068471,27,537.8191664931364,202.24307817018902,422.27324401028454,True,True
0.010558069381598794,0.08290683286232252,27,2721.088966820389,187.82261438452855,637.1260182932019,True,True
0.009861932938856016,0.08299361315556755,27,775.7506120251492,184.39048969258482,409.31054883791757,True,True
0.008620689655172414,0.08129568617844896,27,520.4109540209174,199.2440100875683,395.7753514793391,True,True
0.0,0.0823357363614825,27,294.17472379282117,297.1568958600983,497.3689820151776,True,True
0.014814814814814815,0.08291086021606985,27,664.3135824706405,264.9575777662297,535.0404487689957,True,True
0.0,0.08242016776442308,27,2034.7503379452974,174.28718370917653,330.0792577210814,True,True
0.007662835249042145,0.0818930852904917,27,191.20681460481137,135.86906323002447,359.75173915115494,True,True
0.0,0.08326168475749218,27,337.3100576767077,135.45232355439416,273.6067349970754,True,True
0.0,0.0825638116996872,27,1388.2312879431993,186.8563866815888,386.84331932260346,True,True
0.0017301038062283738,0.08262221124126422,27,318.72734875651076,256.4133673440665,571.5291307424195,True,True
0.011075949367088608,0.08215236808743455,27,2677.3506379686296,184.51802278510655,397.42582248679054,True,True
0.0,0.08161649976170249,27,1259.9417578894645,213.21783379905605,530.0712180323899,True,True
0.028169014084507043,0.08113503194625798,27,887.8845415310934,220.13031936843285,333.10566130759463,True,True
0.0,0.08198114606206106,27,1346.8290059827268,179.27612185191649,348.05717784911394,True,True
0.0,0.08139231696883509,27,419.4182159844786,234.5189101062715,579.9726855475456,True,True
0.004451038575667656,0.08198092224437295,27,441.7635602876544,155.5975002993364,375.4744843269388,True,True
0.0,0.08275223768078026,27,549.1679757251404,157.65926619060338,347.96112928805604,True,True
0.007518796992481203,0.08112126458382526,27,890.7312690280378,192.95544741908088,409.4682498446976,True,True
0.0,0.08174945004634122,27,990.4169425135478,233.79611419513822,480.3869533818215,True,True
0.01384083044982699,0.08284213950999494,27,285.54445031719905,185.15481961031372,442.7590140141547,True,True
0.0,0.0815917244898973,27,3313.417467987165,185.61278376728296,357.55221848376095,True,True
0.0125,0.08253085211816494,27,990.6366589711979,161.8593499995768,441.0095226019621,True,True
0.005376344086021506,0.08211347137571702,27,473.8897913290809,261.3831124423693,496.84938159771264,True,True
0.013725490196078431,0.07872162740969285,27,8512.925701914355,285.35383311100304,472.55161236971617,True,True
0.0,0.08229966888295297,27,1701.8959380220622,381.5381908401226,725.7825633666167,True,True
0.0,0.08181156024455104,27,377.70162178203464,211.66193326511842,404.5956238405779,True,True
0.025362318840579712,0.0824747633664908,27,234.97342658229172,253.03833978250623,457.5611217878759,True,True
0.007858546168958742,0.08261309724436469,27,201.37931499630213,214.52985183251175,417.27919979020953,True,True
0.010080645161290322,0.08203390663601932,27,316.2404567701742,228.19934329017997,540.2529222774319,True,True
0.007739938080495356,0.0810731073222889,27,854.2294115759432,250.78490066031617,584.7717937431298,True,True
0.0015772870662460567,0.0811092068044615,27,440.6340677135934,243.54281697887927,600.6487607373856,True,True
0.0,0.08355538714237472,27,2477.895228890702,181.09683223211994,496.56612877734005,True,True
0.0,0.08155628475430372,27,1612.3979571275413,176.07525027623134,305.9980931284372,True,True
0.005172413793103448,0.08270844880428228,27,1601.472137030214,226.85570718551224,485.94436016865075,True,True
0.007168458781362007,0.08257427000260996,27,856.6977134905756,190.1265240023629,470.4937532078475,True,True
0.008097165991902834,0.08186596954432755,27,224.500296836985,188.83430638995307,426.0484365746379,True,True
0.0069084628670120895,0.08290476644767823,27,193.15482600359246,234.98360309749842,523.3942067716271,True,True
0.0021321961620469083,0.0813237370398732,27,694.8199023803076,157.52261973296604,317.0306909762855,True,True
0.007326007326007326,0.08144659386653044,27,948.1067860033363,263.664566911757,584.013391751796,True,True
0.0,0.08299036097313768,27,1502.325835172087,243.87643379159272,551.7557244747877,True,True
0.01615508885298869,0.08403924843684477,27,286.1113184131682,192.6270467423213,412.90041998339194,True,True
0.0,0.08233664626800827,27,2711.465282831341,255.33194589014684,539.3149459850974,True,True
0.0,0.08274890876727138,27,2329.478536034003,191.6755525431094,524.2019007564522,True,True
0.006036217303822937,0.08182172331318355,27,1030.6343084666878,151.04288361908402,274.05045243601006,True,True
0.007905138339920948,0.08221185136774811,27,315.6217858195305,175.8573319363807,452.816009381786,True,True
0.0081799591002045,0.08152417739637091,27,177.66587130932342,208.41636246239597,362.12779919151217,True,True
0.0,0.08387842642116725,27,174.8313128016889,149.42292300111149,314.24277112819254,True,True
0.0,0.08251620548366896,27,1038.9115054858848,161.23811573100585,303.4363138722256,True,True
0.0,0.08294186581163412,27,149.64108888266813,208.58924063345927,600.6870359997265,True,True
0.018272425249169437,0.08364231017952894,27,643.5859125340357,188.14707090719963,456.0326748061925,True,True
0.0,0.08098394424648943,27,1686.7560180835426,215.97443772903222,527.8211910044774,True,True
0.001658374792703151,0.08264457111434077,27,419.76019283756614,228.42322220094502,475.9133518207818,True,True
0.0,0.08211086777780068,27,841.0561620257795,238.5307841002941,508.8680067565292,True,True
0.0,0.08188059175921457,27,3391.9527248945087,293.9519088540692,463.3336488157511,True,True
0.0,0.08229154051427093,27,203.91667451864728,215.02298990857193,397.38205117949593,True,True
0.0,0.08331513367207538,27,181.42010751762427,222.64296809126708,592.1804360114038,True,True
0.0,0.0813438261728112,27,2608.1966469064355,283.090810989961,526.1551194707863,True,True
0.0,0.0802057078341851,27,1764.5429109688848,198.6585096650136,418.62633624114096,True,True
0.0,0.08281943243619545,27,271.2243423253919,224.5132367295975,515.986671729479,True,True
0.0,0.08164337937990064,27,1472.853948129341,254.77354189691442,365.9036581714948,True,True
0.0019305019305019305,0.08155769988283985,27,2581.300432095304,202.68812333233654,371.7259861296043,True,True
0.005042016806722689,0.0828764230670023,27,859.0097544947639,171.0393042137314,408.4455736835177,True,True
0.0,0.08247743372790722,27,295.0453766970895,213.61796672201967,670.3933759902915,True,True
0.01060070671378092,0.08226655047759751,27,453.60111406383413,202.04142766306177,538.7262022704817,True,True
0.0,0.0815871597769975,27,300.804756290745,240.92183581087738,485.03079442307353,True,True
0.011029411764705883,0.08118994456533968,27,909.8905109567568,253.63149664675194,437.963662808761,True,True
0.0,0.08250806535593104,27,78.18503941184487,169.51324265184147,414.9061528344949,True,True
0.0,0.08143673231741802,27,229.47281890083104,130.7948890607804,379.440439476942,True,True
0.008,0.0806818905275587,27,321.24747898030495,126.96872057246142,283.8962175010238,True,True
0.0,0.08119868033850264,27,3287.0644410140812,292.18384574051015,567.4072007532232,True,True
0.0,0.08183224996196117,27,4639.301454881206,173.45648313805992,315.9463211361851,True,True
0.006700167504187605,0.0828034772929958,27,2250.1761780586094,190.33102177155132,395.057508489117,True,True
0.0,0.08246313366735836,27,50.02982455685183,261.2112366801335,498.5267947195098,True,True
0.0,0.08164880688173641,27,977.1740405121818,206.56707774226865,436.43410578370094,True,True
