tBB,errH,n,tDW,err,tH,brutOK,tDC
292.2622632468119,0.0,27,309.04412901145406,True,0.08107998181191209,True,7336.8498620111495
1925.480361096561,0.014441670338277769,27,263.70725390087404,True,0.08093297407628615,True,6422.1854149363935
331.0898093972355,0.0,27,200.9822364198044,True,0.08153694625540939,True,7433.972446946427
702.0797176131358,0.009903007580079877,27,159.1231858668228,True,0.08176149009079606,True,6427.463861880824
156.28873844010135,0.0,27,145.77660070020048,True,0.08278340440608481,True,6889.608671190217
5124.511866131797,0.014874083192285992,27,177.3672045674175,True,0.08115398180005413,True,5619.159531081095
2420.2851899899542,0.0,27,177.2721273591742,True,0.08132348518098803,True,6281.855805078521
704.047669734185,0.002436933074597229,27,148.34211200650316,True,0.08203299790694174,True,5542.704629944637
196.46975718205795,0.005301160771410292,27,116.21354728759755,True,0.08209692237868382,True,6714.644775027409
152.93796616606414,0.003268266475644699,27,285.55212877108715,True,0.08106329558771484,True,9451.33657194674
785.495457937941,0.0018279729262388222,27,164.04146806647378,True,0.0819209229853847,True,5248.036410892382
4754.580734996125,0.0,27,198.09472068057707,True,0.08080186343032654,True,6183.890096144751
246.80051812902093,0.0011272368606453432,27,121.51692720362917,True,0.08232171828726816,True,4338.413181016222
7012.499052099884,0.0033867503717165044,27,235.71099371183664,True,0.08052431683933671,True,7852.98943403177
3995.549829909578,0.008125188083057478,27,215.9859317312525,True,0.08151897966991728,True,6279.615398962051
243.87667246628553,0.0,27,192.33493691232675,True,0.08223293385938964,True,6059.270801022649
328.1133626587689,0.0,27,264.91825755996007,True,0.0810209326141353,True,6868.300019996241
869.3048729328439,0.015408851474425245,27,233.22668641339988,True,0.08070062046921415,True,7014.150710077956
16.767371632771468,0.005076857989000141,27,161.6011651388059,True,0.08177022210063722,True,5778.701705858111
1074.2241160478443,0.0046509763040776236,27,161.71943792141974,True,0.08251478474277311,True,6192.974956938997
610.5220826963583,0.0,27,199.94498624388748,True,0.08146761009045307,True,5110.554184066132
7181.579360039905,0.029872571547942345,27,199.62323367750892,True,0.08185690612360219,True,5854.317455785349
4680.36435986869,0.005387273836145558,27,241.195927397348,True,0.08092782942281591,True,7458.539777901024
937.1579790022224,0.0,27,155.7679170073243,True,0.08122315163677167,True,5871.987053891644
2105.6592110544443,0.01893048128342246,27,176.53057835663535,True,0.08135806381500628,True,5394.532255129889
448.26616073260084,0.01714727553897935,27,178.27058493691897,True,0.08262329879707904,True,6283.131986856461
2390.151913976297,0.01324100500631638,27,190.01381199520367,True,0.08189916941114057,True,6525.420947000384
68.49334231577814,0.0,27,188.93706653482064,True,0.08084287994592641,True,6146.474533015862
4178.411282133311,0.0,27,334.99561113837575,True,0.0811888926163032,True,8246.582163032144
877.1069339709356,0.0,27,146.2507249431356,True,0.08167310984969044,True,5863.989798817784
883.959517464973,0.016948498185468303,27,227.17537570279092,True,0.08123852905771405,True,7450.37981797941
437.35485401703045,0.0008399624487375858,27,214.49792926961726,True,0.082098163424707,True,6432.388592977077
211.61749036135998,0.022045639771801143,27,143.91926559619606,True,0.08275418648628334,True,6756.241576047614
134.35026462404772,0.005753862546616942,27,154.17103399522603,True,0.08318249787162284,True,6120.515515096486
339.56147977150977,0.0,27,151.7370994988596,True,0.08197440161918554,True,6019.070885842666
363.36182899928343,0.009504114049368592,27,137.38974555033363,True,0.08183707038514176,True,5933.679132023826
2097.7283779066056,0.0063370039476418035,27,250.01366110518575,True,0.08148226573950192,True,7488.049564883113
