tH,n,errH,brutOK,tBB,tDC,tDW,err
0.07875410993158374,27,0.03571428571428571,True,2491.269742138684,376.397941998827,184.88584829565997,True
0.07845995405719416,27,0.012106537530266344,True,1086.524004000239,239.2503809183836,125.57924547428756,True
0.08019525710510307,27,0.004024144869215292,True,1946.1962059140205,249.71444164920183,104.37187020990837,True
0.07916099251119882,27,0.0,True,1690.4193400405347,338.4905530006758,139.65678153395214,True
0.07992498907488488,27,0.0,True,268.7818678095937,368.2803480187431,149.40440600912552,True
0.07962089948045502,27,0.0,True,506.9823684752919,232.32691399753094,123.16264655673876,True
0.0800212798669773,27,0.0021551724137931034,True,2744.541803142056,338.1545347095068,112.8008333669806,True
0.07919990969299302,27,0.014814814814814815,True,166.23925233337408,343.2034192872899,120.89185435324907,True
0.08000115316820433,27,0.023310023310023312,True,7218.535578809679,296.2953583628405,140.67797364174007,True
0.07905723466078872,27,0.0,True,1855.4119381587952,468.3617155998945,174.02331808781517,True
0.0796534226956981,27,0.015350877192982455,True,2026.2577168177813,344.20578444509636,147.60677218146157,True
0.07829465947533096,27,0.0,True,8672.714846907184,421.53613781556487,183.4326590088984,True
0.08078130077160593,27,0.01607142857142857,True,447.61773297796026,312.26796700502746,144.89484753678826,True
0.07961063356969364,27,0.009685230024213076,True,3316.6023318190128,337.4646782675492,187.73788068658456,True
0.07933141381340933,27,0.030837004405286344,True,4433.157292893156,324.84114399578954,173.4428665035271,True
0.0792782987431227,27,0.0,True,1989.8190351668745,372.7994471555576,159.98760112561285,True
0.07938370538069357,27,0.01949317738791423,True,226.6166761983186,448.0344883631915,185.04165245506627,True
0.07895931335165474,27,0.0,True,1010.3382774395868,388.3635916669543,144.463871824829,True
0.07807997481965079,27,0.0,True,269.55933179706335,366.4619920309633,199.53078316757455,True
0.07853554769715619,27,0.012371134020618556,True,6120.368731906638,399.21360664690536,230.69294029846787,True
0.07881171740539669,27,0.03404255319148936,True,3432.941325008869,252.86798520634574,144.78726517956923,True
0.07827337205993277,27,0.014925373134328358,True,7389.337708009407,406.059631650957,203.780584250732,True
0.07914336651742061,27,0.0,True,1857.7787089161575,482.7443958260119,160.23046479870877,True
0.07843149247131581,27,0.0,True,4676.174526102841,384.22113152531284,204.80532691969225,True
0.07953200080355338,27,0.008565310492505354,True,4007.8807789832354,322.4568222982011,149.2252044408815,True
0.07923028423794248,27,0.0162748643761302,True,907.7714685117826,359.07012251360965,166.40722552935284,True
0.07949470170014994,27,0.020066889632107024,True,4650.381196057424,586.2786177312955,164.1543112695217,True
0.07917385872415075,27,0.004464285714285714,True,2065.503634046763,361.08666681684554,162.62995299572748,True
0.07898176024704062,27,0.0,True,1362.9491608589888,329.7654324144657,151.3960418087663,True
0.07828759806331498,27,0.0020920502092050207,True,1455.7308261282742,408.4487568276624,238.3367012022063,True
0.07886513345461721,27,0.0,True,2058.1380121875554,421.5872276108712,205.49564866814762,True
0.07915383375943215,27,0.0,True,3387.040498899296,272.3409348788361,132.24781721106004,True
0.07957048744876599,27,0.0,True,595.4920546306918,308.39029274648055,107.53798577934504,True
0.07906690602746423,27,0.0,True,1030.4818568984047,248.44657860230654,111.45405663939361,True
0.07972324158106323,27,0.014314928425357873,True,1916.548821842298,312.91492356519615,140.47859624192557,True
0.07958979654290678,27,0.0,True,1431.6981539595872,453.54857542552054,193.78601358039305,True
0.07901159593281995,27,0.018018018018018018,True,5233.277589082718,343.6974375841341,150.64665068348404,True
0.078965051337057,27,0.0,True,2551.6634329687804,463.0359733942896,180.14966415313,True
0.07803609714143832,27,0.0026041666666666665,True,1346.474374178797,265.8881009038951,161.89776925990978,True
0.08007998295350463,27,0.008456659619450317,True,2500.1383170019835,292.2914562514052,139.87695360008408,True
0.07911325845809881,27,0.0020491803278688526,True,861.4626920316368,470.46605460345745,178.28017543070018,True
0.07997875936131386,27,0.0016420361247947454,True,1363.420152105391,323.76137156305566,118.89820071380764,True
0.08064368446693543,27,0.0,True,1376.8040479626507,302.275688998634,129.24846842590915,True
0.0795016642600225,27,0.021505376344086023,True,2216.72835201025,338.05986513782824,150.3181036823662,True
0.07824086189124393,27,0.0,True,1756.4321239478886,398.65872748972225,180.49791560938152,True
0.07994700496498185,27,0.028735632183908046,True,743.4466290287673,370.80516417821246,146.7640944619608,True
0.0784747204189306,27,0.006802721088435374,True,3795.1235331129283,317.01622530817986,152.16948674060404,True
0.0800525855220435,27,0.0,True,1904.6355970203876,366.63272134804475,125.38513631903028,True
0.0784588329345399,27,0.018255578093306288,True,1974.5788460131735,412.94955850268406,206.62097074091434,True
0.07715775808808809,27,0.004618937644341801,True,14307.37797706388,377.2081973341604,218.59753737226129,True
0.07814294560779807,27,0.0,True,3274.303161073476,557.8642850159667,287.3409805179108,True
0.0792181533972138,27,0.0,True,836.7840045830235,353.636849272464,176.97375264417911,True
0.07817999898629141,27,0.0,True,565.3709860052913,359.5041943481192,193.08949766370156,True
0.0794977172250476,27,0.0,True,664.4442905671895,337.6832995896361,160.13674767067036,True
0.07851426194704811,27,0.0,True,773.731186054647,455.64016681164503,178.48189091975135,True
0.07786172947017547,27,0.0034129692832764505,True,2088.2356639485806,502.54030019277707,207.8430837330719,True
0.07890857627767613,27,0.012389380530973451,True,1886.5858721546829,514.9485849542543,197.7060680704502,True
0.07933501908907828,27,0.0,True,4510.188868967816,398.6760853634526,139.80455582906657,True
0.07783701592399099,27,0.0,True,3129.3686311692,254.49547355270218,143.5351088807425,True
0.07969807862464355,27,0.0038461538461538464,True,2841.0878810100257,413.0870761582628,180.81481392996815,True
0.07877230781584521,27,0.0,True,1743.253923021257,370.7881865169232,144.7811117532718,True
0.07915112177958125,27,0.0,True,659.6914120018482,332.08513000447834,138.20386844842383,True
0.0797576645094661,27,0.015122873345935728,True,361.03425425244495,429.308159602806,181.06811837508127,True
0.07848139108666387,27,0.0,True,1107.6619324740022,260.1630204460687,127.07690605403563,True
0.07900067747237721,27,0.024539877300613498,True,2026.1035889852792,497.11083080619574,200.54283208446577,True
0.07960149511950619,27,0.010398613518197574,True,2475.7916550152004,452.9332454316318,187.288258690387,True
0.08148540455227861,27,0.0,True,470.99640135032433,355.90772284194827,161.27482672842842,True
0.07895975635502797,27,0.0,True,4640.411579981446,453.1159358099103,215.2439158367501,True
0.07833268472353867,27,0.0,True,3805.546738905832,435.1302814204246,151.61455505585764,True
0.07995053451937516,27,0.0,True,2440.883986884728,232.75136060547084,118.6374094270702,True
0.0794790001672417,27,0.0,True,601.7920870023469,392.21204817295074,141.95359783137545,True
0.0789452443686073,27,0.0,True,427.09018631527823,315.34349941648543,174.0722983543362,True
0.08051229379068409,27,0.0,True,389.57184636965394,256.1830968803002,115.40789118347068,True
0.07978107619377452,27,0.0,True,2330.6830869987607,257.0037268774791,130.04425725605535,True
0.07914976969122776,27,0.0,True,326.3001531828195,472.0818424131721,163.80279640046257,True
