tDC,brutOK,tH,n,tDW,errH,err,tBB
5708.7441550102085,True,0.08173070996198081,27,389.11468516259146,0.0,True,1725.3741109743714
4108.512426028028,True,0.08162616057189048,27,239.87567990552634,0.019178612940720652,True,2657.342843944207
3633.4722470492125,True,0.0828395296473665,27,187.41971329570964,0.0,True,598.2940340569863
4378.486749017611,True,0.08239181724249883,27,247.58533330168575,0.0,True,2183.872302994132
4183.880347991362,True,0.08226452608768647,27,212.52458045174453,0.012340379869084666,True,214.9021919661512
3548.92094200477,True,0.08292650982611176,27,163.98828860061866,0.0015611448395490026,True,4699.0227450151
4065.6910149846226,True,0.08356254226786651,27,226.50100392374125,0.0,True,2204.715593950823
3445.3448930289596,True,0.08365714013177221,27,144.62016676278674,0.0,True,162.9487661501536
3954.2735321447253,True,0.08277772420444982,27,130.76228268542573,0.0,True,27.33395158258431
5105.716091115028,True,0.08408400866447212,27,293.32835524110124,0.023375594294770204,True,1373.5471970867366
2863.554125186056,True,0.0831793582827774,27,135.13709461161247,0.0,True,1249.9597799032927
3871.297881938517,True,0.08290723642872741,27,195.4909055881823,0.0,True,348.67569459602237
2500.9248899295926,True,0.08278622048937594,27,113.93783209357589,0.007922182109907742,True,894.5386104751378
4601.966575020924,True,0.08256894729159948,27,230.2334365900606,0.0399109131403118,True,1622.1283019986004
4286.178454989567,True,0.08247283701822906,27,263.4109087650561,0.017905536198219125,True,3269.728793995455
4456.891709007323,True,0.08160972967988177,27,302.56544111762196,0.0,True,2578.5496190655977
4796.321864938363,True,0.08214893613245647,27,288.6963461351115,0.0,True,637.211985536851
4745.420835213736,True,0.08160048118092823,27,236.380117200315,0.005114586407003049,True,3767.475138185546
3886.362556833774,True,0.08346594229384047,27,189.80444591635694,0.0,True,26.721588527674182
4358.738821931183,True,0.08282917272102458,27,218.20061171258038,0.005812369448733085,True,131.87226363119075
2710.4061420541257,True,0.08260716253135594,27,139.47239618145807,0.0035882207374412275,True,377.95302299006534
4195.372802205384,True,0.0820238098562263,27,183.83457930758595,0.009592760180995474,True,2164.0035391319543
5453.746670857072,True,0.08214017970601234,27,257.3545368698736,0.0,True,1409.758368972689
3241.8804760091007,True,0.08271388073245936,27,155.76618273432055,0.0,True,1474.2745191324502
3586.0767560079694,True,0.08369087510629597,27,162.787715671584,0.0,True,2471.6197929810733
3811.6940199397504,True,0.08159905361086484,27,147.9100709402701,0.00501816923343139,True,743.9719216587642
4043.969008140266,True,0.08230528548924955,27,224.7660507215187,0.0011246293834986198,True,6105.387664865702
3763.40170414187,True,0.08256479513398597,27,163.36373225785792,0.007364594015102079,True,18.879875289793645
4800.283435033634,True,0.0828070803285282,27,288.3604576345533,0.02693927693927694,True,2908.3821158856153
4241.372099844739,True,0.0829310815752014,27,185.07915428982903,0.00422892585283338,True,1511.4301468711346
4600.86796595715,True,0.08234828785314928,27,221.72279672866517,0.020139776057713984,True,430.7953017996624
4196.7926600482315,True,0.08227973834769806,27,246.41894840169698,0.006027727546714889,True,1729.7891359776258
4597.857668064535,True,0.08186939437148227,27,168.1803809977802,0.008901564255466251,True,120.4306121549702
3198.5567240044475,True,0.08353464183127089,27,149.23352737969253,0.01742767514813524,True,352.26134001277387
3664.6141200326383,True,0.08340088281154666,27,162.5897703381876,0.0009186251243971523,True,192.34841177240014
4201.899657025933,True,0.08251439148079075,27,158.27709546623132,0.0,True,549.4641967816278
4427.690819837153,True,0.08174050898354927,27,210.5949896345423,0.01579746835443038,True,1719.3050389178097
5856.888203881681,True,0.08327515656372499,27,275.7991949975904,0.008592802264456125,True,6310.460823122412
3984.483278123662,True,0.0816819186277252,27,221.45373554138297,0.0,True,63.995134526569586
3235.7297360431403,True,0.08205878376876657,27,190.88312299348985,0.009495674192867693,True,525.1339157111943
3417.266570031643,True,0.08232124451723971,27,123.01689099986106,0.011583871686344397,True,504.0197256797304
4069.191894028336,True,0.08185237232490737,27,213.8779829044572,0.0,True,1316.0410579293966
3883.5339690558612,True,0.08239958390364782,27,165.30735759685436,0.0,True,818.0487107019871
3945.062386104837,True,0.08278327769777379,27,155.16062181268353,0.009672415366365544,True,601.5413270021478
4725.909174885601,True,0.08376955839286845,27,332.61339356457546,0.020180722891566263,True,1654.1558529715985
4218.0637589190155,True,0.08287033274069315,27,191.4061016152398,0.0030813848105854633,True,2856.8307808600366
4270.95422311686,True,0.08322263064158442,27,231.99963360093534,0.0,True,1529.4419310521334
4586.3181059248745,True,0.0830449387980716,27,212.73969046094203,0.008661560904449308,True,1417.260911082849
5624.609391903505,True,0.08327456161700302,27,260.4762968969428,0.0,True,649.1868477314711
4981.5714720170945,True,0.0803516469081752,27,299.2208548821509,0.0,True,10807.358077028766
5164.3049558624625,True,0.082527060330684,27,226.86420573683625,0.0,True,41.178499814122915
4112.305897986516,True,0.08179947159620853,27,204.17386233263338,0.0,True,230.26446800213307
6655.746286036447,True,0.0818118188810796,27,413.7854813210045,0.018839285714285715,True,2818.7942719087005
5136.250786948949,True,0.08331321129792618,27,217.2844260931015,0.004547751389590703,True,256.2620201691364
6495.308704208583,True,0.08313148180467107,27,358.2288276714583,0.0,True,2859.8949988372624
4241.0877861548215,True,0.08247403414772848,27,196.409614077614,0.0,True,398.7061475054361
4417.957400903106,True,0.08088346492586002,27,236.7989501915872,0.0007922136713444998,True,360.8715194859542
5589.072294067591,True,0.08223436341248763,27,239.01424792129546,0.005,True,1813.9695120044053
3564.9405231233686,True,0.08147275955919464,27,194.6703063440509,0.0,True,2766.524269944057
4722.448687069118,True,0.08261523637468403,27,255.5540298991319,0.006410783266211885,True,722.2801529569551
4201.615151017904,True,0.08065733588206643,27,213.14854018220848,0.0,True,459.4888303739329
5642.952800029889,True,0.08257393995684484,27,338.72557571157813,0.0,True,572.2357064951211
3998.3021209482104,True,0.08126887772652987,27,218.77711545675993,0.001333481497944216,True,1470.7514240872115
4035.1451442111284,True,0.08285565691915309,27,231.01572280284017,0.0030648405325160426,True,3367.7091910503805
5829.711657017469,True,0.08275537819604388,27,307.989769265987,0.0,True,161.4187807426788
5154.672322096303,True,0.08314560169518254,27,291.69294037274085,0.0,True,83.39783327061343
4312.796680955216,True,0.08263626422409068,27,182.70758876147178,0.0,True,2861.748837167397
3402.1582240238786,True,0.08295439484987453,27,189.0375506168661,0.0,True,404.0088626090437
4246.491961879656,True,0.08424325967529583,27,205.61485182649145,0.01269485671613927,True,490.27856573229656
3577.2768708411604,True,0.08345763607701999,27,216.65924110195851,0.008707865168539325,True,576.7473190401992
5645.950861973688,True,0.08334742889908496,27,254.10131654805608,0.0037421148294664816,True,102.5958153186366
4111.06122401543,True,0.08205985128591364,27,277.5268002587836,0.0,True,1965.552082983777
2820.0495808850974,True,0.0824202098694471,27,148.90271399053745,0.0067605633802816905,True,164.28899708470064
3792.0209660660475,True,0.08226316817463461,27,210.95090846277094,0.0,True,773.7693565431982
5514.387228991836,True,0.08101130468999168,27,289.10414248821326,0.0050138135679934515,True,176.6559498584164
4451.561470981687,True,0.08281422988942294,27,188.15812515094876,0.0,True,341.1547802388668
5963.809351902455,True,0.08286231126704117,27,301.79353660787456,0.019412763892259162,True,3389.2784679774195
4069.6279669646174,True,0.08198649193605595,27,183.31005508438324,0.017130418322922582,True,695.3774425201118
3940.0853109546006,True,0.0813757216795272,27,201.29564691645405,0.008984251136243526,True,375.21753850160167
3296.8152549583465,True,0.08285611265284173,27,128.62121784373335,0.01031903815204014,True,971.7799189966172
3126.291162800044,True,0.08360594747287328,27,135.9854047316023,0.01337608795235914,True,540.9797704778612
4795.230803079903,True,0.08358345028977308,27,153.0917979980586,0.014555896623428061,True,606.4367440218726
4094.4625670090318,True,0.08365282807146106,27,190.13240276119456,0.0,True,29.160508810174324
6333.894392941147,True,0.08094947737223097,27,371.298002350765,0.0,True,2348.2631638180465
4871.781734051183,True,0.0831588750978021,27,237.4972595833242,0.0,True,487.7324170277764
4902.980097103864,True,0.08246708233002553,27,240.342980902642,0.0,True,513.8741092911611
4925.122519955039,True,0.0839756974982249,27,155.16308562655468,0.00877327997537325,True,125.02499257347414
4114.688816946,True,0.08322914205473604,27,198.7845988284486,0.0,True,45.116637268978536
5864.859991008416,True,0.08346060792751077,27,324.1446737333068,0.007262958909561238,True,80.00509797905882
4488.96067799069,True,0.08310069043729713,27,210.09706017899921,0.0013490075158990172,True,791.7466409271583
5051.882213912904,True,0.08251344294313136,27,259.3915733353545,0.005051505546751189,True,777.1453175228089
3531.846927944571,True,0.0822479173927651,27,151.0873148072278,0.0,True,229.50462099268205
3539.546607993543,True,0.08280974457765489,27,174.6597560122609,0.0,True,1310.558594064787
3692.7093861158937,True,0.08419968994198049,27,147.50988794548903,0.0,True,127.51342277301269
4024.7352051083,True,0.08336105155202601,27,195.25866018375382,0.0,True,710.3090623083214
5728.684392990544,True,0.08331387987306797,27,370.4608151456341,0.006179092382495948,True,10817.484081955627
2495.7252610474825,True,0.08209594051028,27,128.74521589592882,0.0,True,1465.0695079471916
4387.716673081741,True,0.08379976825789676,27,274.4417433213029,0.010475245341272466,True,1658.9225439820439
4629.020805004984,True,0.08263642801115097,27,297.3080759984441,0.0,True,1514.5513201132417
5305.839097127318,True,0.08264261691354788,27,228.76384400296956,0.0,True,245.42228640057147
