tH,tBB,tDC,errH,brutOK,n,err,tDW
0.08124465095698265,2061.6856350097805,431.20723399333656,0.0019047619047619048,True,27,True,7601.554509019479
0.08248945550078565,836.2434540176764,350.38487243998264,0.0,True,27,True,5091.983900871128
0.0829515440450331,659.2968195909634,500.61170425033197,0.004966887417218543,True,27,True,6752.7961558662355
0.08343383662773217,439.5318177412264,352.4451059887984,0.0,True,27,True,4785.520561039448
0.08209737530781769,2386.9248079136014,348.3378965673702,0.008361204013377926,True,27,True,5703.279862878844
0.0826742724247754,592.5884290287892,373.1832995157068,0.009433962264150943,True,27,True,6532.544876914471
0.08158236048455991,4040.0023360271007,376.969180147474,0.0,True,27,True,5714.247369905934
0.08365201188582438,434.20975178014487,389.61543100109947,0.0,True,27,True,6130.861568963155
0.08288684941056682,93.67410425329581,405.43108984517556,0.0,True,27,True,6348.716140957549
0.08181904458937217,136.46185537800193,431.33623762987554,0.0016666666666666668,True,27,True,7568.504728144035
0.08247722161838122,1708.161799935624,375.3709026301901,0.0,True,27,True,6058.412187034264
0.0818349260685413,566.1812853068113,267.8845578856353,0.0,True,27,True,5170.6792418845
0.08259288936110616,74.41575954435393,344.35902984945903,0.002105263157894737,True,27,True,4579.638526076451
0.08269870650561781,4828.4739560913295,316.75808371177743,0.003787878787878788,True,27,True,6264.993330929428
0.08310219247165426,2338.0590199958533,410.2716494817287,0.0,True,27,True,7311.639263993129
0.08312447275354223,218.97993314390382,535.3271857602522,0.004885993485342019,True,27,True,6194.219963857904
0.08236959519647706,4132.817486068234,466.22021016664803,0.011904761904761904,True,27,True,7046.188734006137
0.0820034564145535,680.3491489263251,418.7132962048054,0.0,True,27,True,7254.442263161764
0.0829303242780699,124.95830292547387,391.9521514714385,0.0,True,27,True,5488.736103055999
0.08171740661018859,697.705268044956,397.0461021720742,0.0,True,27,True,6079.499686136842
0.08200467415517884,2814.352362183854,406.1839556864773,0.0,True,27,True,6835.675247944891
0.08295267484487302,63.10558315366506,384.68368983982754,0.0,True,27,True,4804.313244996592
0.08281160899830835,1625.7288688793778,414.4813493282224,0.00199203187250996,True,27,True,6492.865573149174
0.08333814309650284,2321.151919895783,449.80590837076306,0.0,True,27,True,7501.630435930565
0.08475142905016728,770.1783775119111,595.0149402488023,0.028933092224231464,True,27,True,6720.358335180208
0.08320611676842064,1029.3644005432725,304.5734517509118,0.0,True,27,True,4361.688443925232
0.08285775111828068,705.7095664786175,625.4618387902156,0.0016666666666666668,True,27,True,7259.714480023831
0.08325106056450851,4442.646489012986,411.1673374815534,0.0,True,27,True,6219.462278997526
0.08448624840183878,3485.291010932997,325.6256974169186,0.02443609022556391,True,27,True,6542.698875069618
0.08229964607690954,587.7269289921969,433.8860571850091,0.0,True,27,True,5825.387925142422
0.08380835445380512,1166.0062189912423,283.6878980160691,0.025835866261398176,True,27,True,5538.212371990085
0.0819242503218118,144.96127280872315,383.03054131877917,0.0,True,27,True,6198.074353160337
0.08418795277736896,72.08673983243192,451.2614169623703,0.0,True,27,True,6169.946297071874
0.08306669674024526,862.2820324962959,276.21906451531686,0.005940594059405941,True,27,True,4692.584323929623
0.08386572062268977,109.64615105185658,377.5787443543474,0.010398613518197574,True,27,True,4712.477466091514
0.0821599099251494,302.3448349907994,322.5747298648847,0.0,True,27,True,6056.215446908027
0.08285337287047666,2029.871055856347,496.2912774179131,0.02131782945736434,True,27,True,7423.922471003607
0.08278264062073744,505.32728899270296,419.0667082089931,0.008146639511201629,True,27,True,6928.98261314258
0.0833797934637016,778.3117379294708,436.0632174182683,0.0,True,27,True,5549.775819992647
0.08292786078578694,511.4178020351877,358.0030561424792,0.0,True,27,True,4987.033435842022
0.08304545201418366,1324.2895759176463,374.2260536722218,0.0,True,27,True,6036.231155972928
0.08438633317244985,419.16799946920946,386.24547216265154,0.009287925696594427,True,27,True,6241.081478772685
0.08373285045290046,2729.6286169439554,235.8843705849722,0.040160642570281124,True,27,True,4530.579963931814
0.08381234236308982,793.6384734930471,410.1819396795084,0.01858736059479554,True,27,True,5716.095848940313
0.08360906082799435,1349.6357121039182,439.6844921633601,0.00975609756097561,True,27,True,5551.459979033098
0.08252948162848839,107.85478008134912,368.92291247689474,0.0,True,27,True,5229.223832953721
0.08348214224692696,445.5007812939584,406.1792133531223,0.011090573012939002,True,27,True,6394.351847004145
0.08247192147801269,432.9465127666481,390.1746311845879,0.0,True,27,True,5993.539192946628
0.08328544447279707,402.4800825282,418.5060763731599,0.0017793594306049821,True,27,True,6535.994979087263
0.0852056770400465,276.27258200664073,484.32364696636796,0.0,True,27,True,5459.838205948472
0.0837610361813602,379.6718781813979,368.33836398242664,0.018726591760299626,True,27,True,5160.776526900008
0.08280681064684141,966.691103996709,452.26795482449234,0.013961605584642234,True,27,True,5360.2118419948965
0.0829447588116971,432.2493376675993,509.4737342442386,0.0,True,27,True,7064.241448882967
0.0827614770779903,2054.1652340907604,236.9151378981769,0.013592233009708738,True,27,True,4960.755612934008
0.08276928590530414,1445.2177670318633,214.81220081279224,0.03006012024048096,True,27,True,4312.96254019253
0.08262058760139714,2853.591668885201,363.2903048613419,0.0,True,27,True,5159.767996985465
0.08335638255729196,309.2670644982718,411.5007158446436,0.004,True,27,True,6022.708466043696
0.08360063159482006,274.66858975822106,390.8635650295764,0.0,True,27,True,5897.0536820124835
0.08222096586601786,1996.0929190274328,452.59977257810533,0.0,True,27,True,6878.389991121367
0.08237814141863074,162.67791693098843,258.8189854286611,0.008032128514056224,True,27,True,4546.134976902977
0.08304399619565828,2181.9339820649475,380.61448830800754,0.016605166051660517,True,27,True,6976.75681207329
0.0839172464954417,185.49701285415463,415.9308950183913,0.007668711656441718,True,27,True,5661.182783078402
0.08340641778392338,1477.9033670201898,568.8424229738303,0.0,True,27,True,7080.223308876157
0.08192430752004295,398.4021067735739,464.898619428277,0.0,True,27,True,8396.964330924675
0.08304632883283727,84.48826185693699,405.86416916145635,0.0,True,27,True,6281.0312828514725
0.0822377740604885,716.9916840502992,399.2996799837177,0.023172905525846704,True,27,True,6855.20970611833
0.08481560688901899,3595.7709418144077,523.951091512572,0.0,True,27,True,7748.0388400144875
0.08460271834789795,1313.9088829047978,529.6939567197114,0.0032626427406199023,True,27,True,6580.801567062736
0.0837459100918409,2358.07340615429,333.64455844275653,0.0,True,27,True,6567.117167869583
0.0816626813653977,1504.3871449306607,309.37907213228755,0.0,True,27,True,6835.342610953376
0.0835177999065411,611.1145479371771,447.08529100753367,0.0061162079510703364,True,27,True,5941.218400141224
0.08273632927522874,96.89146528641383,335.81030199171175,0.0034129692832764505,True,27,True,5044.768251013011
0.08434075944853761,614.0680376750728,296.6982706275303,0.0,True,27,True,5003.658238099888
0.08183788893618879,1075.1074254512787,380.4217313493912,0.0,True,27,True,7133.209491148591
0.08266416706046978,108.2311848149402,397.91203550218296,0.0,True,27,True,5599.715211195871
0.08274305119161408,2512.649880023673,296.21235525701195,0.005244755244755245,True,27,True,5529.344770126045
0.08305843188342518,1283.5133741609752,346.97465116291175,0.0,True,27,True,5601.073116995394
0.08401889157919953,156.12952337092298,410.08761602764326,0.0,True,27,True,5920.276892138645
0.08298453307698624,276.14429141394794,324.90783687015727,0.0,True,27,True,4957.809793995693
0.08448536045987157,613.1639949744567,627.0495700494697,0.018032786885245903,True,27,True,7497.689055046067
0.08124894209017966,175.05506273092968,480.67571776919067,0.0,True,27,True,8726.075578015298
0.08377317346676053,877.322643995285,421.49240439757705,0.0,True,27,True,6154.46092793718
0.08399546166894126,752.3252929871281,350.86695686914027,0.013582342954159592,True,27,True,5812.51122104004
0.08313395051616752,237.81555165381482,396.492064348422,0.0,True,27,True,6033.696011872962
0.08385799969278261,124.03817172162235,401.7902259947732,0.018796992481203006,True,27,True,4358.501631068066
0.08307459609827432,46.32725177082018,375.15118601731956,0.0,True,27,True,4906.7634041421115
0.08364085758761772,64.53065645182505,320.85535528936555,0.00392156862745098,True,27,True,4801.124938065186
0.08415439570287488,319.150333176367,355.669927883095,0.0,True,27,True,4675.746276974678
0.08358915908295529,3411.0446360427886,481.5043809823692,0.032567049808429116,True,27,True,7765.0061619933695
0.08356156098305176,2511.395953828469,310.71030761813745,0.0,True,27,True,5076.032279059291
0.08422333725375421,1430.1651590503752,411.5498039949064,0.01936619718309859,True,27,True,5261.0761960968375
0.08379001926740394,181.72426061937585,465.1935575995594,0.0022935779816513763,True,27,True,5820.453133201227
0.08265331304453845,2758.5145151242614,506.0849715373479,0.0,True,27,True,6820.378303993493
0.08352281705529284,1050.3136034822091,333.4080627121563,0.0,True,27,True,5605.285793077201
